contin_Number,EM_series,pre,post,type,sections,partner_Number,post1,post2,post3,post4
10419,N2Y,AVJR,AVJL,electrical,1,1,AN2a,,,
10420,N2Y,hyp,AVDL,electrical,2,1,AVDL,,,
10421,N2Y,VA12,VA10,electrical,1,1,VA12,,,
10422,N2Y,PVR ,PLML,electrical,1,1,PVR ,,,
10423,N2Y,[DA05],AVAL,electrical,1,1,[DA05],,,
10424,N2Y,unk6181,hyp,electrical,1,1,hyp,,,
10425,N2Y,unk6183[CP0],[CP04],electrical,1,1,unk6183[CP0],,,
10426,N2Y,DVF,AVG,electrical,1,1,DVF,,,
10427,N2Y,VA12,VA11,electrical,1,1,VA11,,,
10428,N2Y,[DB03],DB05,electrical,1,1,DB05,,,
10429,N2Y,VA09,PLML,electrical,2,1,PLML,,,
10430,N2Y,[DB04],VB09,electrical,1,1,VB09,,,
10431,N2Y,AVAR,AVAL,electrical,2,1,AVAL,,,
10432,N2Y,hyp,AVKR,electrical,7,1,AVKR,,,
10433,N2Y,hyp,[DA05],electrical,2,1,[DA05],,,
10434,N2Y,VB07,VA10,electrical,1,1,VA10,,,
10435,N2Y,AVJR,AVJL,electrical,1,1,AN2b,,,
10436,N2Y,unk6076[CP0],contin5915[CA][Pn],electrical,2,1,contin5915[CA][Pn],,,
10437,N2Y,EF1,CP05,electrical,1,1,CP05,,,
10438,N2Y,DVF,AVG,electrical,1,1,DVF,,,
10439,N2Y,PVDR,DVC,electrical,1,1,DVC,,,
10440,N2Y,PLML,PDER,electrical,1,1,PDER,,,
10441,N2Y,VB07,DB05,electrical,1,1,DB05,,,
10442,N2Y,PDER,PDEL,electrical,2,1,PDEL,,,
10443,N2Y,AVDR,AVAL,electrical,1,1,AVAL,,,
10444,N2Y,DVA,AVKL,electrical,1,1,AVKL,,,
10445,N2Y,hyp,AVAR,electrical,1,1,hyp,,,
10446,N2Y,PLML,PDEL,electrical,2,1,PDEL,,,
10447,N2Y,PVR ,PLML,electrical,3,1,PLML,,,
10448,N2Y,VB09,PVR ,electrical,2,1,PVR ,,,
10449,N2Y,VB07,VA10,electrical,1,1,VA10,,,
10450,N2Y,PDER,DVA,electrical,1,1,DVA,,,
10451,N2Y,hyp,[DA05],electrical,1,1,hyp,,,
10452,N2Y,[DB04],VB09,electrical,1,1,VB09,,,
10453,N2Y,hyp,PVCL,electrical,1,1,PVCL,,,
10454,N2Y,PVCR,DA06,electrical,2,1,DA06,,,
10455,N2Y,VB07,VA10,electrical,1,1,VB07,,,
10456,N2Y,EF1,CP05,electrical,1,1,CP05,,,
10457,N2Y,unk6181,EF1,electrical,1,1,EF1,,,
10458,N2Y,[DB04],VB09,electrical,2,1,VB09,,,
10459,N2Y,hyp,AVKR,electrical,1,1,hyp,,,
10460,N2Y,EF2,AVJL,electrical,1,1,EF2,,,
10461,N2Y,contin5921[CA][Pn],[CP04],electrical,4,1,[CP04],,,
10462,N2Y,VA12,VA10,electrical,2,1,VA10,,,
10463,N2Y,VB08,DB05,electrical,1,1,DB05,,,
10464,N2Y,unk6181,hyp,electrical,1,1,hyp,,,
10465,N2Y,contin5932[AVF][AVH][AVJ][PVN][PVW],AVDL,electrical,2,1,AVDL,,,
10466,N2Y,VB08,VB07,electrical,1,1,VB07,,,
10467,N2Y,unk6181,EF1,electrical,1,1,EF1,,,
10468,N2Y,EF2,EF1,electrical,2,1,EF1,,,
10469,N2Y,EF2,CP05,electrical,1,1,CP05,,,
10470,N2Y,VB07,VB06,electrical,1,1,VB06,,,
10471,N2Y,VA12,VA10,electrical,1,1,VA12,,,
10472,N2Y,VB07,VA10,electrical,1,1,VA10,,,
10473,N2Y,PLML,AVAR,electrical,2,1,AVAR,,,
10474,N2Y,VA12,VA11,electrical,1,1,VA11,,,
10475,N2Y,PVR ,PLML,electrical,8,1,PLML,,,
10476,N2Y,PVCR,PLML,electrical,5,1,PLML,,,
10477,N2Y,contin18796[PVNR][PVT],DVE,electrical,1,1,contin18796[PVNR][PVT],,,
10478,N2Y,contin5921[CA][Pn],[CP04],electrical,1,1,contin5921[CA][Pn],,,
10479,N2Y,unk6181,hyp,electrical,1,1,hyp,,,
10480,N2Y,PLML,AVAL,electrical,1,1,PLML,,,
10481,N2Y,PLML,AVAR,electrical,1,1,PLML,,,
10482,N2Y,PLML,PDER,electrical,1,1,PDER,,,
10483,N2Y,VB09,PVCR,electrical,1,1,VB09,,,
10484,N2Y,PVCR,PLML,electrical,1,1,PLML,,,
10485,N2Y,VA12,VA10,electrical,2,1,VA10,,,
10486,N2Y,VB07,VA10,electrical,1,1,VB07,,,
10487,N2Y,hyp,AVKL,electrical,1,1,hyp,,,
10488,N2Y,hyp,AVKR,electrical,1,1,hyp,,,
10489,N2Y,PVCR,DA06,electrical,1,1,DA06,,,
10490,N2Y,EF3,AVJR,electrical,1,1,EF3,,,
10491,N2Y,EF2,EF1,electrical,1,1,EF2,,,
10492,N2Y,unk6181,EF1,electrical,1,1,unk6181,,,
10493,N2Y,contin5921[CA][Pn],[CP04],electrical,1,1,contin5921[CA][Pn],,,
10494,N2Y,EF2,EF1,electrical,1,1,EF1,,,
10495,N2Y,DA06,AVAL,electrical,1,1,DA06,,,
10496,N2Y,hyp,[DA05],electrical,1,1,hyp,,,
10497,N2Y,PLML,AVAL,electrical,1,1,AVAL,,,
10498,N2Y,unk6181,hyp,electrical,2,1,hyp,,,
10499,N2Y,hyp,AVAL,electrical,1,1,hyp,,,
10500,N2Y,SPCL,DVF,electrical,1,1,SPCL,,,
10501,N2Y,[CP04],EF1,electrical,1,1,[CP04],,,
10502,N2Y,PLML,AVDR,electrical,1,1,PLML,,,
10503,N2Y,EF3,AVJR,electrical,1,1,AN2b,,,
10504,N2Y,contin18796[PVNR][PVT],DVE,electrical,1,1,contin18796[PVNR][PVT],,,
10505,N2Y,DA06,AVAL,electrical,1,1,DA06,,,
10506,N2Y,AVDR,AVAR,electrical,2,1,AVAR,,,
10507,N2Y,PVS,AVKR,electrical,2,1,AVKR,,,
10508,N2Y,hyp,[PVNL],electrical,1,1,hyp,,,
10509,N2Y,PLML,AVDR,electrical,1,1,PLML,,,
10510,N2Y,hyp,AVKR,electrical,1,1,hyp,,,
10511,N2Y,EF2,EF1,electrical,1,1,EF2,,,
10512,N2Y,[PVX],AVAR,electrical,1,1,AVAR,,,
10513,N2Y,VA12,VA10,electrical,2,1,VA10,,,
10514,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VB06,electrical,1,1,VB06,,,
10515,N2Y,VD08,AVBR,electrical,1,1,VD08,,,
10516,N2Y,PVU,AVG,electrical,1,1,PVU,,,
10517,N2Y,DA06,AVAR,electrical,1,1,DA06,,,
10518,N2Y,[PVX],AVBL,electrical,1,1,[PVX],,,
10519,N2Y,EF3,CP05,electrical,1,1,EF3,,,
10520,N2Y,contin5921[CA][Pn],contin5915[CA][Pn],electrical,1,1,contin5915[CA][Pn],,,
10521,N2Y,PLML,AVDL,electrical,1,1,AVDL,,,
10522,N2Y,DA06,AVAL,electrical,1,1,DA06,,,
10523,N2Y,VA12,VA11,electrical,1,1,VA12,,,
10524,N2Y,contin18796[PVNR][PVT],AVG,electrical,1,1,AVG,,,
10525,N2Y,EF2,EF1,electrical,1,1,EF1,,,
10526,N2Y,contin5934[AVF][AVH][AVJ][PVN],AVJR,electrical,1,1,contin5934[AVF][AVH][AVJ][PVN],,,
10527,N2Y,hyp,DA06,electrical,2,1,DA06,,,
10528,N2Y,EF3,CP05,electrical,3,1,CP05,,,
10529,N2Y,VD08,DD04,electrical,1,1,DD04,,,
10530,N2Y,VD08,AVBR,electrical,1,1,VD08,,,
10531,N2Y,[PVX],PQR,electrical,1,1,PQR,,,
10532,N2Y,[PVNL],PQR,electrical,1,1,PQR,,,
10533,N2Y,PLML,AVDL,electrical,1,1,PLML,,,
10534,N2Y,PVU,AVG,electrical,1,1,PVU,,,
10535,N2Y,VB08,VA10,electrical,1,1,VB08,,,
10536,N2Y,unk6076[CP0],[CP04],electrical,1,1,unk6076[CP0],,,
10537,N2Y,contin5921[CA][Pn],contin5915[CA][Pn],electrical,1,1,contin5921[CA][Pn],,,
10538,N2Y,contin5919[CA][Pn],[CA02],electrical,3,1,[CA02],,,
10539,N2Y,[DB04],VB09,electrical,1,1,VB09,,,
10540,N2Y,PVCR,AVAL,electrical,2,1,AVAL,,,
10541,N2Y,VB07,VA10,electrical,2,1,VA10,,,
10542,N2Y,unk6076[CP0],[CP04],electrical,1,1,unk6076[CP0],,,
10543,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VB06,electrical,1,1,VB06,,,
10544,N2Y,PQR,AVAR,electrical,1,1,PQR,,,
10545,N2Y,PLML,AVDL,electrical,1,1,PLML,,,
10546,N2Y,EF2,EF1,electrical,1,1,EF2,,,
10547,N2Y,contin5934[AVF][AVH][AVJ][PVN],AVJR,electrical,1,1,AN2b,,,
10548,N2Y,[PVX],AVBL,electrical,1,1,AVBL,,,
10549,N2Y,EF1,AVG,electrical,2,1,AVG,,,
10550,N2Y,[PVX],PQR,electrical,2,1,PQR,,,
10551,N2Y,EF2,AVJR,electrical,1,1,EF2,,,
10552,N2Y,VD08,DD04,electrical,2,1,DD04,,,
10553,N2Y,AVBR,AVBL,electrical,1,1,AVBL,,,
10554,N2Y,AVBR,AVHR,electrical,1,1,AN1b,,,
10555,N2Y,[PVNL],PQR,electrical,2,1,PQR,,,
10556,N2Y,DVE,AVG,electrical,1,1,DVE,,,
10557,N2Y,contin5932[AVF][AVH][AVJ][PVN][PVW],AVG,electrical,1,1,AVG,,,
10558,N2Y,[PVX],PQR,electrical,1,1,PQR,,,
10559,N2Y,[PVX],AVBL,electrical,1,1,[PVX],,,
10560,N2Y,EF2,AVJR,electrical,1,1,EF2,,,
10561,N2Y,VA12,VA10,electrical,1,1,VA12,,,
10562,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VA12,electrical,2,1,VA12,,,
10563,N2Y,PVCR,AVAL,electrical,1,1,PVCR,,,
10564,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VB06,electrical,1,1,contin5933[AVF][AVH][AVJ][PVN][PVW],,,
10565,N2Y,unk6076[CP0],[CP04],electrical,1,1,unk6076[CP0],,,
10566,N2Y,VD08,DD04,electrical,1,1,VD08,,,
10567,N2Y,VD08,AVBR,electrical,3,1,AVBR,,,
10568,N2Y,[CP04],EF3,electrical,1,1,[CP04],,,
10569,N2Y,CP05,CA05,electrical,1,1,CP05,,,
10570,N2Y,[PVX],AVBR,electrical,1,1,[PVX],,,
10571,N2Y,contin5932[AVF][AVH][AVJ][PVN][PVW],[PVNL],electrical,1,1,contin5932[AVF][AVH][AVJ][PVN][PVW],,,
10572,N2Y,VA12,VA11,electrical,1,1,VA12,,,
10573,N2Y,contin5932[AVF][AVH][AVJ][PVN][PVW],AVG,electrical,1,1,AVG,,,
10574,N2Y,contin5935[AVF][AVH][AVJ][PVN][PVW],PVCL,electrical,1,1,contin5935[AVF][AVH][AVJ][PVN][PVW],,,
10575,N2Y,PQR,AVAR,electrical,1,1,AVAR,,,
10576,N2Y,PVS,AVKR,electrical,1,1,AVKR,,,
10577,N2Y,hyp,DA06,electrical,1,1,DA06,,,
10578,N2Y,[DB03],VB08,electrical,2,1,VB08,,,
10579,N2Y,PVCR,AVAL,electrical,1,1,AVAL,,,
10580,N2Y,[PVQR],AVG,electrical,1,1,[PVQR],,,
10581,N2Y,PQR,AVAL,electrical,1,1,PQR,,,
10582,N2Y,VB08,VA10,electrical,1,1,VB08,,,
10583,N2Y,unk6181,AVG,electrical,1,1,AVG,,,
10584,N2Y,VD08,DD04,electrical,1,1,DD04,,,
10585,N2Y,DD04,AVHR,electrical,1,1,AN1b,,,
10586,N2Y,PDER,PDEL,electrical,1,1,PDEL,,,
10587,N2Y,EF2,EF1,electrical,1,1,EF1,,,
10588,N2Y,unk6076[CP0],[CP04],electrical,1,1,unk6076[CP0],,,
10589,N2Y,PLML,PDER,electrical,1,1,PDER,,,
10590,N2Y,[PVQR],AVG,electrical,1,1,[PVQR],,,
10591,N2Y,EF1,AVG,electrical,1,1,AVG,,,
10592,N2Y,DA06,AVAL,electrical,15,1,AVAL,,,
10593,N2Y,hyp,[DA05],electrical,2,1,[DA05],,,
10594,N2Y,PVR ,PLML,electrical,3,1,PLML,,,
10595,N2Y,VA09,AVAL,electrical,1,1,AVAL,,,
10596,N2Y,PVCR,PVCL,electrical,1,1,PVCR,,,
10597,N2Y,DD04,CP05,electrical,1,1,DD04,,,
10598,N2Y,CP05,CA05,electrical,1,1,CP05,,,
10599,N2Y,unk6181,AVJR,electrical,1,1,AN2b,,,
10600,N2Y,unk6076[CP0],[CP04],electrical,1,1,unk6076[CP0],,,
10601,N2Y,contin5935[AVF][AVH][AVJ][PVN][PVW],PVCL,electrical,1,1,contin5935[AVF][AVH][AVJ][PVN][PVW],,,
10602,N2Y,unk6405,[CP04],electrical,1,1,unk6405,,,
10603,N2Y,unk6405,EF3,electrical,1,1,EF3,,,
10604,N2Y,AVJL,AVHR,electrical,1,1,AN2a,,,
10605,N2Y,unk6181,AVJR,electrical,2,1,AN2b,,,
10606,N2Y,EF2,EF1,electrical,1,1,EF1,,,
10607,N2Y,[PVX],AVBL,electrical,1,1,AVBL,,,
10608,N2Y,[PVX],PQR,electrical,1,1,PQR,,,
10609,N2Y,AVAR,AVAL,electrical,1,1,AVAL,,,
10610,N2Y,VA09,AVAL,electrical,1,1,VA09,,,
10611,N2Y,VD08,AVBR,electrical,1,1,AVBR,,,
10612,N2Y,unk6076[CP0],contin5921[CA][Pn],electrical,1,1,unk6076[CP0],,,
10613,N2Y,VB08,VA10,electrical,1,1,VA10,,,
10614,N2Y,PVU,AVG,electrical,1,1,PVU,,,
10615,N2Y,[DA05],AVAL,electrical,1,1,[DA05],,,
10616,N2Y,DA06,AVAL,electrical,3,1,AVAL,,,
10617,N2Y,VA09,AVAL,electrical,1,1,VA09,,,
10618,N2Y,VB08,VA09,electrical,1,1,VB08,,,
10619,N2Y,PVCR,AVAL,electrical,1,1,AVAL,,,
10620,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VA11,electrical,2,1,VA11,,,
10621,N2Y,[CP04],CA05,electrical,1,1,[CP04],,,
10622,N2Y,[PVX],AVJL,electrical,2,1,AN2a,,,
10623,N2Y,contin5927[AVF][AVH][AVJ][PVW],PQR,electrical,1,1,PQR,,,
10624,N2Y,EF3,EF2,electrical,1,1,EF3,,,
10625,N2Y,VD08,AVBR,electrical,1,1,AVBR,,,
10626,N2Y,AVAR,AVAL,electrical,1,1,AVAL,,,
10627,N2Y,VA09,AVAL,electrical,1,1,VA09,,,
10628,N2Y,PVCR,AVAL,electrical,1,1,PVCR,,,
10629,N2Y,[VB05],DB05,electrical,1,1,[VB05],,,
10630,N2Y,contin5921[CA][Pn],EF3,electrical,1,1,EF3,,,
10631,N2Y,[CA02],EF2,electrical,1,1,EF2,,,
10632,N2Y,contin5921[CA][Pn],[CP04],electrical,2,1,[CP04],,,
10633,N2Y,VB09,VA09,electrical,1,1,VB09,,,
10634,N2Y,VD08,AVBR,electrical,1,1,AVBR,,,
10635,N2Y,[CP04],CP05,electrical,4,1,CP05,,,
10636,N2Y,VD08,CP05,electrical,1,1,VD08,,,
10637,N2Y,contin5921[CA][Pn],contin5915[CA][Pn],electrical,1,1,contin5921[CA][Pn],,,
10638,N2Y,VB08,VA09,electrical,1,1,VB08,,,
10639,N2Y,AVAR,AVAL,electrical,2,1,AVAL,,,
10640,N2Y,VB07,DB05,electrical,1,1,DB05,,,
10641,N2Y,hyp,AVKL,electrical,1,1,hyp,,,
10642,N2Y,unk6076[CP0],[CP04],electrical,1,1,[CP04],,,
10643,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VA11,electrical,1,1,contin5933[AVF][AVH][AVJ][PVN][PVW],,,
10644,N2Y,[DD03],PVZ,electrical,1,1,[DD03],,,
10645,N2Y,PVCR,AVAL,electrical,2,1,AVAL,,,
10646,N2Y,VA09,AVAL,electrical,3,1,AVAL,,,
10647,N2Y,[PVX],PQR,electrical,1,1,PQR,,,
10648,N2Y,DD04,AVJL,electrical,1,1,AN2a,,,
10649,N2Y,unk6076[CP0],contin5921[CA][Pn],electrical,1,1,unk6076[CP0],,,
10650,N2Y,VB07,VA10,electrical,1,1,VB07,,,
10651,N2Y,EF2,EF1,electrical,3,1,EF1,,,
10652,N2Y,DA06,AVAL,electrical,6,1,AVAL,,,
10653,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VA11,electrical,1,1,contin5933[AVF][AVH][AVJ][PVN][PVW],,,
10654,N2Y,[PVX],PQR,electrical,1,1,PQR,,,
10655,N2Y,VD08,DD04,electrical,1,1,DD04,,,
10656,N2Y,[PVNL],AVDR,electrical,1,1,AVDR,,,
10657,N2Y,unk6076[CP0],contin5921[CA][Pn],electrical,1,1,contin5921[CA][Pn],,,
10658,N2Y,VB09,PDER,electrical,1,1,PDER,,,
10659,N2Y,PVCR,AVDL,electrical,1,1,PVCR,,,
10660,N2Y,contin5921[CA][Pn],[CA02],electrical,1,1,[CA02],,,
10661,N2Y,VB09,PDER,electrical,1,1,PDER,,,
10662,N2Y,VB09,VB08,electrical,2,1,VB08,,,
10663,N2Y,DA06,AVAL,electrical,1,1,DA06,,,
10664,N2Y,hyp,PVS,electrical,1,1,PVS,,,
10665,N2Y,CP05,CA05,electrical,1,1,CP05,,,
10666,N2Y,VB08,VA10,electrical,1,1,VB08,,,
10667,N2Y,VA11,AS07,electrical,1,1,VA11,,,
10668,N2Y,PVU,DVE,electrical,1,1,DVE,,,
10669,N2Y,contin5921[CA][Pn],EF3,electrical,1,1,EF3,,,
10670,N2Y,VA09,AVAL,electrical,2,1,AVAL,,,
10671,N2Y,DA06,AVAL,electrical,1,1,AVAL,,,
10672,N2Y,PVCR,AVAL,electrical,1,1,AVAL,,,
10673,N2Y,AVAR,AS07,electrical,1,1,AS07,,,
10674,N2Y,[CP04],VD08,electrical,2,1,VD08,,,
10675,N2Y,unk6076[CP0],VD08,electrical,3,1,VD08,,,
10676,N2Y,PVS,AVKR,electrical,2,1,AVKR,,,
10677,N2Y,hyp,DA06,electrical,1,1,hyp,,,
10678,N2Y,DA06,AVAL,electrical,1,1,DA06,,,
10679,N2Y,AVAL,AS07,electrical,1,1,AVAL,,,
10680,N2Y,VB09,VB08,electrical,3,1,VB08,,,
10681,N2Y,VB09,VA09,electrical,3,1,VA09,,,
10682,N2Y,VA09,AVAL,electrical,1,1,VA09,,,
10683,N2Y,[PVX],DD04,electrical,1,1,[PVX],,,
10684,N2Y,VB09,VA10,electrical,1,1,VA10,,,
10685,N2Y,unk6076[CP0],contin5921[CA][Pn],electrical,1,1,unk6076[CP0],,,
10686,N2Y,[CP04],VD08,electrical,2,1,VD08,,,
10687,N2Y,unk6076[CP0],DD04,electrical,1,1,unk6076[CP0],,,
10688,N2Y,unk6076[CP0],VD08,electrical,1,1,VD08,,,
10689,N2Y,AVAR,AS07,electrical,1,1,AS07,,,
10690,N2Y,EF3,EF2,electrical,1,1,EF3,,,
10691,N2Y,AVDL,AVAR,electrical,1,1,AVDL,,,
10692,N2Y,hyp,AVKR,electrical,1,1,AVKR,,,
10693,N2Y,VB07,DB05,electrical,1,1,VB07,,,
10694,N2Y,VB09,VB08,electrical,1,1,VB08,,,
10695,N2Y,[CP04],VD08,electrical,1,1,VD08,,,
10696,N2Y,PVU,AVG,electrical,1,1,PVU,,,
10697,N2Y,VB09,VA09,electrical,2,1,VA09,,,
10698,N2Y,VA12,AS07,electrical,8,1,AS07,,,
10699,N2Y,AVAR,AS07,electrical,1,1,AS07,,,
10700,N2Y,DD04,AVJL,electrical,3,1,AN2a,,,
10701,N2Y,unk6183[CP0],contin5921[CA][Pn],electrical,1,1,unk6183[CP0],,,
10702,N2Y,AVAL,AS07,electrical,3,1,AS07,,,
10703,N2Y,VA12,AS07,electrical,1,1,AS07,,,
10704,N2Y,AVDR,AVAR,electrical,1,1,AVAR,,,
10705,N2Y,EF3,EF2,electrical,1,1,EF2,,,
10706,N2Y,VA09,AVAL,electrical,3,1,AVAL,,,
10707,N2Y,PVR ,PLMR,electrical,2,1,PLMR,,,
10708,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VB06,electrical,1,1,VB06,,,
10709,N2Y,unk6181,contin5927[AVF][AVH][AVJ][PVW],electrical,1,1,unk6181,,,
10710,N2Y,vBWMR20,vBWML17,electrical,6,1,vBWML17,,,
10711,N2Y,AVAR,AS07,electrical,1,1,AS07,,,
10712,N2Y,unk6183[CP0],contin5921[CA][Pn],electrical,1,1,unk6183[CP0],,,
10713,N2Y,unk6181,AVG,electrical,1,1,AVG,,,
10714,N2Y,hyp,AVKL,electrical,2,1,AVKL,,,
10715,N2Y,PVCR,AVAL,electrical,3,1,AVAL,,,
10716,N2Y,VD08,DD04,electrical,1,1,DD04,,,
10717,N2Y,EF3,EF2,electrical,1,1,EF2,,,
10718,N2Y,unk6183[CP0],contin5921[CA][Pn],electrical,1,1,unk6183[CP0],,,
10719,N2Y,VA09,AVAL,electrical,1,1,VA09,,,
10720,N2Y,VA09,PLMR,electrical,1,1,PLMR,,,
10721,N2Y,AVDR,AVAR,electrical,1,1,AVAR,,,
10722,N2Y,AVDL,AS07,electrical,1,1,AS07,,,
10723,N2Y,AVDL,AVAR,electrical,1,1,AVDL,,,
10724,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VB07,electrical,1,1,VB07,,,
10725,N2Y,[DA05],DA06,electrical,1,1,[DA05],,,
10726,N2Y,EF3,EF2,electrical,1,1,EF2,,,
10727,N2Y,AVAL,AS07,electrical,3,1,AS07,,,
10728,N2Y,hyp,AVKL,electrical,1,1,AVKL,,,
10729,N2Y,PLMR,PDER,electrical,2,1,PDER,,,
10730,N2Y,PVCR,AVAL,electrical,1,1,AVAL,,,
10731,N2Y,PVCR,AVAL,electrical,1,1,PVCR,,,
10732,N2Y,unk6076[CP0],contin5915[CA][Pn],electrical,1,1,unk6076[CP0],,,
10733,N2Y,unk6183[CP0],[CA02],electrical,2,1,[CA02],,,
10734,N2Y,[DA05],DA06,electrical,1,1,[DA05],,,
10735,N2Y,[VB05],DB05,electrical,1,1,[VB05],,,
10736,N2Y,VA12,VA11,electrical,1,1,VA11,,,
10737,N2Y,PDER,PDEL,electrical,1,1,PDER,,,
10738,N2Y,AVAR,AS07,electrical,1,1,AS07,,,
10739,N2Y,DA06,AVAL,electrical,1,1,DA06,,,
10740,N2Y,VA09,AVAL,electrical,1,1,VA09,,,
10741,N2Y,VD08,DD04,electrical,1,1,DD04,,,
10742,N2Y,AVAL,AS07,electrical,3,1,AS07,,,
10743,N2Y,CP05,CA05,electrical,1,1,CA05,,,
10744,N2Y,[CP04],CP05,electrical,1,1,CP05,,,
10745,N2Y,PVCR,PLMR,electrical,1,1,PLMR,,,
10746,N2Y,PVS,AVKR,electrical,1,1,AVKR,,,
10747,N2Y,EF1,AVG,electrical,1,1,AVG,,,
10748,N2Y,AVJR,AVHL,electrical,1,1,AN1a,,,
10749,N2Y,CP05,CA05,electrical,1,1,CA05,,,
10750,N2Y,EF3,EF2,electrical,1,1,EF3,,,
10751,N2Y,EF2,EF1,electrical,1,1,EF1,,,
10752,N2Y,PVU,AVG,electrical,1,1,AVG,,,
10753,N2Y,AVAL,AS07,electrical,1,1,AVAL,,,
10754,N2Y,AVAL,AS07,electrical,2,1,AS07,,,
10755,N2Y,DA06,AVAL,electrical,2,1,AVAL,,,
10756,N2Y,AVAR,AS07,electrical,4,1,AS07,,,
10757,N2Y,hyp,AVKL,electrical,2,1,AVKL,,,
10758,N2Y,VA09,AVAL,electrical,3,1,AVAL,,,
10759,N2Y,PVCR,AVAL,electrical,7,1,AVAL,,,
10760,N2Y,AVAL,AS07,electrical,1,1,AVAL,,,
10761,N2Y,PVU,AVG,electrical,1,1,AVG,,,
10762,N2Y,[AVL],EF3,electrical,1,1,[AVL],,,
10763,N2Y,EF1,AVG,electrical,2,1,AVG,,,
10764,N2Y,VB08,VB07,electrical,1,1,VB08,,,
10765,N2Y,VA09,DVA,electrical,1,1,VA09,,,
10766,N2Y,PVZ,DVC,electrical,1,1,DVC,,,
10767,N2Y,CP05,CA05,electrical,2,1,CA05,,,
10768,N2Y,[PVX],PQR,electrical,1,1,[PVX],,,
10769,N2Y,unk6076[CP0],contin5921[CA][Pn],electrical,1,1,unk6076[CP0],,,
10770,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VA10,electrical,1,1,contin5933[AVF][AVH][AVJ][PVN][PVW],,,
10771,N2Y,unk6181,PVU,electrical,1,1,PVU,,,
10772,N2Y,AVAL,AS07,electrical,1,1,AVAL,,,
10773,N2Y,EF3,EF1,electrical,1,1,EF1,,,
10774,N2Y,EF2,AVJR,electrical,1,1,EF2,,,
10775,N2Y,PVM,PDER,electrical,1,1,PVM,,,
10776,N2Y,unk6076[CP0],EF3,electrical,1,1,EF3,,,
10777,N2Y,AVAR,AS07,electrical,3,1,AS07,,,
10778,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VA11,electrical,1,1,VA11,,,
10779,N2Y,DVF,AVG,electrical,1,1,DVF,,,
10780,N2Y,PVU,AVG,electrical,1,1,PVU,,,
10781,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VA10,electrical,1,1,contin5933[AVF][AVH][AVJ][PVN][PVW],,,
10782,N2Y,hyp,AVKL,electrical,1,1,AVKL,,,
10783,N2Y,PVCR,AVAL,electrical,2,1,AVAL,,,
10784,N2Y,hyp,PVCR,electrical,1,1,hyp,,,
10785,N2Y,AVDL,AVAR,electrical,4,1,AVAR,,,
10786,N2Y,AVDR,AVAR,electrical,2,1,AVAR,,,
10787,N2Y,hyp,AVDR,electrical,1,1,hyp,,,
10788,N2Y,CP05,CA05,electrical,1,1,CA05,,,
10789,N2Y,EF2,EF1,electrical,3,1,EF1,,,
10790,N2Y,PVZ,DVC,electrical,1,1,DVC,,,
10791,N2Y,unk6076[CP0],EF3,electrical,1,1,EF3,,,
10792,N2Y,PVU,AVG,electrical,2,1,AVG,,,
10793,N2Y,EF1,AVG,electrical,1,1,AVG,,,
10794,N2Y,hyp,AS07,electrical,1,1,AS07,,,
10795,N2Y,[DB03],DB05,electrical,1,1,DB05,,,
10796,N2Y,[VB05],DB05,electrical,1,1,DB05,,,
10797,N2Y,VB08,VA10,electrical,1,1,VA10,,,
10798,N2Y,contin5935[AVF][AVH][AVJ][PVN][PVW],PVDR,electrical,1,1,PVDR,,,
10799,N2Y,EF2,EF1,electrical,1,1,EF1,,,
10800,N2Y,PDER,PDEL,electrical,1,1,PDER,,,
10801,N2Y,PVCR,AVAL,electrical,1,1,PVCR,,,
10802,N2Y,CP05,CA05,electrical,1,1,CP05,,,
10803,N2Y,EF2,AVJR,electrical,1,1,EF2,,,
10804,N2Y,AVAR,AS07,electrical,3,1,AS07,,,
10805,N2Y,AVAL,AS07,electrical,2,1,AS07,,,
10806,N2Y,hyp,AS07,electrical,1,1,hyp,,,
10807,N2Y,hyp,VB09,electrical,1,1,hyp,,,
10808,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VA12,electrical,1,1,contin5933[AVF][AVH][AVJ][PVN][PVW],,,
10809,N2Y,PVCR,AVAL,electrical,2,1,AVAL,,,
10810,N2Y,hyp,DA06,electrical,1,1,hyp,,,
10811,N2Y,contin5933[AVF][AVH][AVJ][PVN][PVW],VA11,electrical,4,1,VA11,,,
10812,N2Y,[PVX],PQR,electrical,1,1,[PVX],,,
10813,N2Y,CP05,AVJL,electrical,1,1,CP05,,,
10814,N2Y,[CP04],AVJL,electrical,1,1,AN2a,,,
