,AS10,AS11,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVFL,AVFR,AVG,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,CA04,CA05,CA06,CA07,CA08,CA09,CP01,CP02,CP03,CP04,CP05,CP06,CP07,CP08,CP09,DA07,DA08,DA09,DB05,DB06,DB07,DD06,DVA,DVB,DVC,DVE,DVF,DX1,DX2,DX3,EF1,EF2,EF3,HOA,HOB,LUAL,LUAR,PCAL,PCAR,PCBL,PCBR,PCCL,PCCR,PDA,PDB,PDC,PDEL,PDER,PGA,PHAL,PHAR,PHBL,PHBR,PHCL,PHCR,PHDL,PHDR,PQR,PVCL,PVCR,PVDL,PVDR,PVNL,PVNR,PVQL,PVQR,PVR,PVPL,PVPR,PVT,PVV,PVWL,PVWR,PVX,PVY,PVZ,R1AL,R1BL,R1BR,R2AL,R2AR,R2BL,R2BR,R3AL,R3AR,R3BL,R3BR,R4AL,R4AR,R4BL,R4BR,R5AL,R5AR,R5BL,R5BR,R6AL,R6AR,R6BL,R6BR,R7AL,R7AR,R7BL,R7BR,R8AL,R8AR,R8BL,R8BR,R9AL,R9AR,R9BL,R9BR,SPCL,SPCR,SPDL,SPDR,SPVL,SPVR,VA10,VA11,VA12,VB06,VB07,VB08,VB09,VB10,VB11,VD11,VD12,VD13
R4AR,1186232.6439654573,1262223.163230382,2007624.4635815967,2018800.3847614867,1394158.5365210806,1307802.248076621,1353605.4074269054,1402642.992167098,2201689.5421805875,1878097.024113574,4263772.885708678,1414280.3746693616,1454414.1333839702,994080.2862541261,1060842.8467207798,1454433.1788599626,1013777.066572847,1621657.220801747,1438709.5186198622,3114409.7137749447,2422013.1212103795,1717422.9498346536,1255396.0209369608,1552856.6706888096,1682645.4343102027,1792456.7110655343,1991256.9310882147,1988336.803165707,2333918.1867951592,2004153.343444456,2699719.98583575,2713226.0726289744,3153153.0770639577,1347897.1340434283,1967850.9350862738,2181277.519577767,966581.8661989376,1414964.270827377,1707399.058730163,2009395.487725432,2067597.0847772774,1851045.9297210102,2071488.833754176,3089161.8340823767,2776044.4135740604,1219141.8836253819,1217762.7242391356,1840242.9646288443,2617126.248159149,3338016.5879020724,3058165.0685383957,3050843.9259513984,2299187.297405995,1370632.5332322638,1407124.1399362253,2506283.061155224,2378018.2867929735,2030279.6307841695,1830617.6293862301,1665147.44908291,1583317.6787513455,1847058.6510393857,3774414.758479806,2138592.045754764,1350996.2720156065,1273658.502022572,1761712.207461205,1625124.7742174107,1956331.7303852704,1555747.3445579205,1553924.4133855242,3050060.6324622845,2728955.9473758657,1478783.3871435274,1345628.7195008264,1919175.5356110828,1789731.3908592754,1985176.9439310692,1190182.992357857,1352122.604309217,2245196.731940859,2370014.793042181,1709015.8022943095,1843939.4411248202,1749067.9459320733,2075437.3464000393,2224707.80751351,1672803.663103234,4572227.46357007,1477973.279595353,1495907.7256244393,5050429.501603509,4399706.149818467,3605677.984565132,1734878.3621077337,949566.570269116,2620983.8219942083,2057833.7243922534,1856617.4710268383,1933033.9569539,1893684.6632005775,1862180.5547807687,1623380.996880918,1785040.8603485858,2056672.4511995937,1105188.4369741408,0.0,1303387.5473603948,1297826.1443149496,866033.3848471675,965512.5105107748,1001953.8491700728,1369826.9930419107,1114268.6762247663,1462791.2156761463,1164293.406462949,1689236.7488725877,1176210.6939744258,1586224.8997414,1832027.5677650035,2379974.1508040964,2208967.2044812343,2224390.0922980737,1446512.0997329005,1609222.541008743,1675806.6062786684,1783789.3431692661,2153949.5227527493,1444116.856345985,1450467.2606866113,1640764.6127021424,1931670.9770935208,1871625.456186822,2346208.3939683265,2045583.0862485669,1333474.4139654292,1769103.0851581746,2015994.4468307267,1674176.031348952,1035433.6394602761,1061772.7085315513,1343933.3744781434,1709859.6917247225,2197009.0496310517,1571550.5033460932,1458813.644059862,1521923.1445947813
R4BL,802618.6187996175,1011090.8542510316,1877830.3969215932,1800762.150353864,974013.3374801008,949950.8017963388,1020591.1558700975,1052378.042187346,1799826.9321847055,1719146.1580766432,3759336.5409459095,964432.066128365,1006235.7574748002,610430.0566460467,659369.1512498864,1165891.756325645,629010.5590347099,1176518.2319988864,1331259.1520177033,2670930.096924589,1940460.0166703502,1225758.9676563402,1023098.6395328651,1200546.3955452756,1158115.9337541624,1288866.6749745933,1382055.6936393776,1501678.1400084211,1811182.9512624284,1471771.4945316066,2467545.7057188447,2305822.8579477845,2791429.4837317625,955056.9548361156,1763527.1782515873,1947525.111978025,585194.7649567516,1078469.61523371,1415317.5505510361,1627292.0011070087,1771832.646048153,1319193.689078015,1550318.0477041197,2617799.6966506615,2242649.8569242465,802076.6809678117,881328.7186164833,1462524.9439791108,2025227.6422454056,2850526.3782735793,2512376.8765797582,2616530.485257747,1799661.5453972123,1012527.8142297311,1020169.0439318669,2080419.9895975462,2083731.4086363534,1457508.6333165248,1376548.4193172525,1186322.489088365,1086898.020054538,1446820.7696907131,3464070.294366535,2146628.497487458,1001934.2405311867,928043.3534130482,1293257.8650192432,1326254.4686056376,1499614.9481474562,1088097.7135908152,1070474.5618524412,2308268.362618832,2230891.0255714776,711949.4983306124,672628.9407067983,1523217.4054327682,1488812.0141726644,1663321.9334864,829293.6780658726,976450.923212984,1779890.6418968553,1858233.065539432,1270563.2524502722,1437028.96268907,1425103.7974730027,1677129.2639488187,1749667.5728152054,1205988.3060204352,4801532.729948342,1222235.9142394252,1208169.0087477409,4796037.91328492,3883854.2211480914,3068433.9309542985,1493815.9796924065,739158.1341353738,2282742.069883877,1625175.9283751366,1423749.672048189,967630.5033173565,1266689.3704393648,1899251.107312677,1734067.129869952,1482026.6479626852,1784250.8061476562,1306714.5404041691,1303387.5473603948,0.0,691943.3616598203,806540.9386587987,1000409.6223781633,566444.2830420379,1149310.3333273167,824405.2840622978,1291615.3471052644,887550.1199447181,1268366.0120966916,925142.242155485,1395244.1374706095,1743924.5530460083,2125530.4505183506,1528071.4515914167,1678867.3743576442,650985.7285818505,780134.7584293524,1124849.1164356165,1291434.5938276227,1716536.586485292,1003238.7626760261,1027733.8390823065,1165530.6348479087,1385269.6752825475,1368803.8668905222,1790202.611889931,1473393.6438258854,968667.5890348332,1717106.9081935734,1884892.194315689,1380959.762045913,668393.1215974143,696091.2031340789,1050351.2707634256,1444646.3923837517,1965685.2851487335,1239120.2389380808,1247352.9155274301,1334074.3257391928
R4BR,916785.167764529,1102875.7261000122,1820935.5016707694,1847630.4836441572,1009294.9936993262,996253.3009313395,1071660.41472304,1078531.7347094256,1723351.6976602585,1543859.823163706,3798597.8233497418,1054901.4836100508,1073902.0492457224,706486.0992718812,752196.7148330463,1222236.9555442778,782815.4208930531,1222623.8913434295,1422649.3939066967,2660917.520285419,1937296.1303213842,1329694.5175199017,1118984.965105543,1290294.2482463093,1219238.160038478,1352338.5179708349,1450185.5244568484,1497994.2623272934,1846018.8539109142,1529414.0832399202,2472869.4371068287,2300101.054193429,2839445.2567355493,1059750.688655934,1696877.1163915065,1973775.5305967869,680079.5741589377,1165354.6842849986,1472908.037283068,1628841.0215782442,1811555.4782312545,1352698.9031982617,1526950.8522126423,2652430.0718029835,2183889.0530957323,874221.122263825,953550.032116231,1507143.8623348523,2058972.5023639344,2911355.1553698014,2407562.1891949633,2503542.5570862563,1822693.6771738266,1082534.9476864045,1108578.1950547204,2174837.702199301,2161435.7548376517,1430812.4436593326,1239153.4083756001,1234015.998703616,1123659.903759345,1536261.6451134677,3464986.472201266,2154932.4842510424,1079059.154043505,1020065.95558324,1410064.5481756432,1400169.684541699,1583817.052409245,1014756.1069241285,1140364.6234888139,2269018.5088174404,2051485.880956271,820634.8996546259,886678.5954793519,1352498.2277994263,1565565.827467775,1734033.1916572344,913320.1200773728,995619.9293921713,1683195.0919292562,1783041.118029454,1273801.9908206414,1530218.8173466648,1484106.4849894077,1725022.8969419908,1737668.6234255931,1279904.3521398571,4679586.526859538,1259472.9405572899,1247042.22297054,4548827.229514591,3830221.037615256,3121794.2928318153,1513048.6043526214,833230.759819003,2337383.3677456705,1713350.270672634,1511064.2994151765,1077279.0075239583,1141857.847098495,1944352.6304344884,1815304.852402275,1614881.0723911608,1779532.7661707646,1520734.0649349927,1297826.1443149496,691943.3616598203,0.0,918394.9393121505,1064248.21889044,737089.3062434038,1180233.307184963,1052457.8178906946,1427267.216731948,930828.9140855838,1353062.0264673491,1042778.0246215095,1453090.718930469,1797055.2841474998,2119233.727767839,1684042.7905268052,1849631.5121034128,810695.8928871204,982482.0554082259,1167297.7465925077,1432469.8812405488,1708571.7344033627,1151146.2877961337,1113111.460716745,1184238.3681528277,1416035.2937142693,1362063.5322049302,1773440.7394531213,1532843.111590926,1060207.9173636972,1675194.7221687096,1987381.3809522078,1452974.4783404383,756018.9224372811,785624.307195487,1112811.4092057263,1474006.068250825,1988389.753329308,1254455.0162642428,1240390.6185175278,1370909.204580672
R5AL,534844.2088968704,801841.0360498257,1438156.0960347746,1460381.1636552145,756625.8916512466,677182.3600796151,750208.9060676597,805825.9484701538,1619242.3352995575,1503183.5251814513,3639399.8585548503,778130.6162696708,795090.4253353677,324939.2819094382,391701.84237609187,826755.4841325284,430219.416504535,970926.3813035791,1270146.7608546123,2666573.1775301816,1777566.2415878247,1095389.7560141766,778252.4026101439,1050816.7856656488,1014446.284371783,1126497.376981097,1324457.823546897,1418243.9699614993,1679216.903908673,1339056.4724514536,2428215.2585040196,2401679.1253033355,2935296.234333507,689007.0130711452,1490406.429748463,1559341.5462125116,299703.99022014317,765632.2497633211,1123746.1052246585,1373391.9495862569,1480803.8994152972,1195967.9858756727,1425398.903861344,2527473.4125308967,2128445.207564724,569500.5455811247,604679.7330688123,1296978.864510234,2257441.6646589125,2876691.369591525,2552309.7475805283,2435306.6212733937,1690434.5443885333,743540.6890861479,752285.8405446558,1865337.2317735464,1879785.3773552943,1380802.1139714334,1326149.729521012,1017502.682620877,983117.6813856143,1177151.3383557252,3481532.558029293,1947853.1688943317,714926.3510647481,645349.4192290017,1324281.9612979617,1105566.9691391224,1319476.4755738687,886836.0797579399,887550.2255666112,2390683.7216339493,2232839.950823936,856355.5378934387,837938.9288058934,1358286.833075891,1227170.4837956065,1366691.366349767,565993.7471031405,748000.3429026612,1867783.862074147,1896741.9117214824,1044987.6040589064,1188578.4879843048,1131684.004788893,1447556.2359548768,1610189.0025011925,1009193.7903091554,4679627.665763534,899637.8027889996,908446.4959661317,4713297.3967201505,4106798.816077642,3059602.5386519283,994744.8541998237,313103.6328128976,2180483.5807664148,1408514.0817418403,1209018.1021731857,1365436.773223021,1443392.3312219735,1309796.274983634,1197080.7537211212,1256893.9008830942,1621714.7428599878,1039809.361037172,866033.3848471675,806540.9386587987,918394.9393121505,0.0,419169.37787311623,408184.5596822232,950697.3549132984,746127.414547366,1186587.1321999582,633689.8788606654,1051124.8558137135,838834.0609750865,1370161.3693716347,1761569.3336564747,2102873.825048402,1588963.4227256437,1624656.972886465,780569.3031078634,1051669.1109464539,1126115.0654821715,1346359.5680498888,1641719.5941968786,973946.6767564168,781782.9699095044,1004266.8573903728,1282803.5283106617,1268500.342223772,1683588.87770007,1425220.7912689375,671547.0688256292,1263913.2300591434,1538708.3543508113,987043.9789661985,382674.87068268616,406707.68647352554,741635.2888281808,1130187.8681638946,1659668.4538637614,1003872.713053975,975717.6105165242,995790.372688845
R5AR,731642.3971423772,865678.197966731,1515472.7106954912,1543444.3562535816,930474.1207357914,898834.161975549,894222.2550351653,928352.9579741495,1669737.0832762292,1607722.1333776494,3767530.714149907,944411.130449725,961271.8602715672,548043.9716318876,609676.8935193944,958963.934696695,660102.8581220863,1142885.9283354492,1249590.306403907,2857155.5230173212,1968458.0627954283,1251312.9412227129,987509.8230625648,1220741.1960160392,1205277.5700169676,1337520.0731416491,1544903.4078744773,1610101.094625402,1852430.3193039952,1557210.63491059,2504543.5334819374,2477155.768561791,2975957.1629199395,889986.6964822726,1639901.8483495573,1654246.8733805188,523995.2493881207,965212.8160157873,1201906.2477573217,1521650.1455617312,1618192.0793793171,1375863.9553655388,1617290.1706944536,2695229.2301015337,2255096.512948041,757080.8928750656,811627.3343313815,1437814.7425288544,2411240.61906555,2909726.2541959146,2616807.9901057533,2582908.6163764284,1853639.4430507526,898969.2438287697,936284.1378840765,1993710.190849143,2053124.3754471599,1536351.1116492185,1476064.3042009685,1245298.682757503,1213475.8028152583,1373447.2709962334,3580041.3522565644,1958422.2416690127,913656.7928884575,831922.745506979,1404916.4775706357,1191432.8071131383,1463163.028275576,1063045.9154347023,1034753.9190462894,2517308.6644290076,2344800.7355087516,1033471.914974805,1024933.8344261863,1477904.5382974136,1322793.395861195,1560061.872412789,738202.082077344,901725.8412400348,1915866.4794372707,1953001.107445743,1219725.0372333326,1347980.9037398237,1267805.0847823217,1644779.4477166373,1769293.5558029255,1193263.9362772335,4519576.101335628,1074144.9099512876,1049546.2897842391,4702812.055252435,4147520.593422351,3175689.1935938094,1129700.7846988633,587229.6571716329,2256608.7356703226,1564748.8027002814,1373648.938881146,1573386.1810625554,1614325.4682341982,1438650.3694606626,1292092.1292850154,1401860.1966398256,1711532.1699973491,1133480.2150453208,965512.5105107748,1000409.6223781633,1064248.21889044,419169.37787311623,0.0,637665.242829384,1030298.0287619578,859120.0936699029,1262855.1099313889,758713.4476868312,1238473.3399322531,988340.0219912189,1412929.2403562542,1704769.1226056074,2176005.615909779,1790257.4302910825,1767544.4123185463,981294.7585517587,1250411.112729044,1260906.1042044337,1499012.4313534976,1762646.3902587765,1060582.4850373766,1001300.141952784,1227083.9224038995,1454820.6982931115,1488342.7865915399,1883416.732759705,1623930.7125788606,878549.8462107326,1363055.855096997,1605054.6554749038,1126352.4426662321,606583.9232354283,633934.9624792854,896180.5903290608,1261607.3715851752,1781037.4368699654,1209940.9278044843,1136106.982452206,1214473.240614422
R5BL,365827.49088081386,759993.9279368503,1482521.4536981531,1378201.0645643792,589608.8499281876,542099.5004784318,598731.8215093412,648931.729172715,1522712.3067695985,1464632.3686194785,3506608.11028417,612857.171185257,630594.1818885012,150713.19624492,217475.75671157366,723365.2906459015,231559.35053183633,818876.974244807,1244606.7359563452,2488509.1427207123,1593131.0301215788,921004.1471729327,592562.545471161,876495.773199045,842890.7502701712,952073.120211024,1149275.3112984172,1245794.4372319514,1507661.3698070608,1162678.2441820302,2266339.862166811,2151192.2409466645,2641222.240540887,510508.25161376805,1397272.186960148,1512955.4489628472,125477.90455562498,621657.2425501581,1010472.9541427447,1347043.8040066063,1335177.7646463588,1034173.9501797078,1259942.9797136425,2398747.078992668,1979171.1441305305,399877.8919493614,475278.0671116945,1161295.1095359183,2048981.6936298364,2709698.265954825,2407059.4476275365,2290969.83425665,1518102.8278268888,612509.8707028665,590035.2825868173,1736018.5957810825,1750476.7031184435,1206785.629112353,1161106.7133019497,837857.2405832019,801086.0658329598,1005595.8042541133,3308630.1447705813,1831411.0347769973,543020.7914528399,473731.2904546706,1114020.9353379572,973929.7340425961,1169361.951864858,716956.5825212842,716979.5308343744,2215585.5205637123,2047859.5645587337,684660.4865898581,647838.9270153482,1232910.2850499295,1086485.3217715027,1213427.4445887443,398979.05036156386,589135.8302483847,1714845.1095872498,1731877.525723445,866838.5453826468,1020111.7435008499,986882.680166864,1328919.7757898232,1435979.443854116,832403.0217089198,4740727.942953802,788697.5136781251,783512.0552556677,4644832.200477225,3937508.8153323317,2917934.516481213,1069506.045912732,289186.7677919375,2043113.9608358734,1234287.996077322,1034792.0165086673,1121195.7954014642,1244188.9857256121,1498211.523664576,1366832.1700541608,1246994.0430428043,1572092.8022689337,1016550.1968604273,1001953.8491700728,566444.2830420379,737089.3062434038,408184.5596822232,637665.242829384,0.0,841394.1664567379,595393.3547602091,1023261.2137654728,545649.1667594092,913228.3509775521,602083.2306167779,1195032.3369570829,1611898.5319953992,1956971.5093156304,1411483.872380555,1451310.0900931892,562748.1225073965,815355.0031194257,981528.4263681562,1189790.3376038012,1504500.0465061574,738392.1009712104,610227.4358078926,815760.8974862058,1097504.7862104208,1074411.9332104148,1488007.8731146003,1260337.4679904983,508950.72863370675,1349385.8134746468,1520078.8396133885,956934.2300658316,208676.2611962875,236374.34273295206,608927.522362385,1012620.4624005631,1550490.4399110922,870930.9679148872,876256.1199949671,880865.9047099808
R5BR,933250.9200119842,1007648.2149894886,1649728.3728371956,1642568.4850103983,1073282.2200495075,1018355.6686950182,1047047.462316612,1045657.7403024158,1454584.3589267295,1412281.5848393012,3662442.374324979,1118934.1950795627,1183430.3520310284,810976.7843536899,859343.0797402723,1243768.1774238816,920894.2569965333,1307817.7550362127,1654674.7087298033,3042112.4242873443,2216313.3396537504,1493527.9539350164,1238760.9236731858,1399302.2384121728,1411750.8338445907,1585967.6824966443,1792740.6581502766,1879204.9480360604,2006179.9702845807,1783525.7778661873,2408813.9377914523,2397679.956494216,2929090.5072569298,1078812.5321899075,1579838.6513168449,1753875.8151301185,793862.7203290612,1198161.5035167036,1331369.577314505,1746733.6053346538,1780614.4680641026,1566409.254359337,1812180.3500281314,2643931.5010762075,2447312.2689536763,992364.445039116,1024488.3866502088,1537901.4929643036,2123956.628774646,2444096.063243479,2463253.590547023,2786267.5389835257,2064609.1343922645,868448.4772592635,968203.963590851,2222982.216861297,2045848.7304092173,1789299.0705011939,1662163.447976925,1501300.7382698078,1463959.0930428056,1613713.3386647548,3180248.6999811153,1679126.6195283523,1148973.6473770842,1066040.3871165349,1407329.8944316928,1193315.6152371324,1494986.1939183401,1240227.4428846657,1191297.7084469218,2627203.2694469946,2519168.969062113,1100848.353566981,1048750.2506464105,1240943.2358342628,1388286.8316020884,1555325.3297239037,894736.0857930577,913660.3023499536,1522852.223560656,1365199.541061127,1460141.233942015,1616477.183943492,1406257.9791386765,1652300.4132020874,1815983.9939441131,1380416.8670110356,4361201.57059183,1038381.1325939937,965838.909369532,4571435.0374472,3807588.026889179,3368953.668136812,1561765.139916223,850508.831322436,1581812.3763268518,1810972.206674231,1628483.9768277316,1736151.980472461,1798583.2570106166,1866103.6737821924,1746421.779474283,1382707.5409317978,1471534.9154095193,1567599.888983464,1369826.9930419107,1149310.3333273167,1180233.307184963,950697.3549132984,1030298.0287619578,841394.1664567379,0.0,1043153.578521272,1265753.605339877,900009.758389648,1066442.2198357757,1112320.0279198987,1548790.7423859471,1370857.4117297418,1604196.4837713407,2021248.19406287,2003245.1938417826,1154843.0883869317,1437011.8421028221,1237801.2773383944,1464726.9841485263,1464265.846284518,998515.7185069481,1253105.8326877924,1468426.5666452495,1717998.0527952246,1723143.2715644534,2082781.3231586718,1846854.5028932793,1101823.5422948191,1542736.0669992499,1603488.273209715,1410781.895928808,849503.0077537395,872233.9656464459,1087525.1320241685,1466633.2935453902,1905993.1574441292,1371935.4523504074,1108281.7912991084,1336499.718699863
R6AL,777870.349660294,879429.1690596002,1784586.1973294728,1776302.3339222083,1034485.2779591164,915630.1911232045,1017278.6176630277,1055696.1680015961,1834374.180261439,1687118.25015778,3784462.0603494276,953588.1420287943,1016998.8033750309,615618.578850193,679152.6602741724,1115165.3803655482,650923.0769923538,1160689.9372519536,1336419.6507977715,2793197.567733445,2032626.709622863,1275801.442042015,970082.9968244636,1166410.396742332,1253736.1863331788,1400128.202222577,1596803.427004808,1694363.1614096013,1871746.2809505002,1602974.2890863365,2061465.0764350356,2122886.287647272,2390355.3064877954,953496.9456437111,1591821.562015241,1812958.790614861,590383.2871608979,1068404.3346881433,1238247.018952963,1563458.658268594,1701176.6322915924,1412782.8292291807,1667333.786446433,2500017.7077209116,2226025.6280240817,846110.6517877571,851768.6883827572,1338277.190657241,2202903.114772993,2712676.3267843006,2626067.8827492055,2569973.217386743,1918033.8173716676,1049124.6200071431,1028956.4328924695,1934386.860319303,1839877.1925355932,1432390.1282418715,1512777.1588154347,1295543.612646114,1274713.6059718847,1400893.3055217157,3148942.2151365196,1743152.0406613015,1007926.174058113,833214.0311569512,1002010.1425088429,1263422.0183678141,1558892.4703193388,1157074.2563131452,1076995.5103484336,2591938.8463970385,2367150.6393283433,964112.885821652,947131.2667055818,1583047.9981160762,1522507.5771907303,1676698.5249322334,863884.4329668371,1010466.2915117376,1831157.6307365212,1885510.2491431679,1266633.25525035,1353346.5828689993,1381696.577206053,1712624.618938882,1849481.9133646775,1227067.7050843854,4298612.753480519,1192367.7542993599,1184408.603835853,4480153.8367915265,4209358.170148505,3159073.042392244,1441987.4713478112,621356.3719873693,2146526.4260536106,1385818.7144778583,1190552.181909585,1577299.7119751347,1576903.407699588,1797863.882755794,1636586.2710787521,1370081.5342996556,1593175.6042080717,1183204.2223779678,1114268.6762247663,824405.2840622978,1052457.8178906946,746127.414547366,859120.0936699029,595393.3547602091,1043153.578521272,0.0,718360.7958092651,884598.8940270066,1324803.3973678683,529451.8232467864,1092631.4667788318,1369672.5878929088,2001303.483817626,1693511.2478611693,1853107.3464933485,1021686.1292091045,1265971.2921400152,1190205.9154754742,1305608.082773683,1649821.703794851,777234.886457994,1058540.9957078146,1276911.8848703536,1432699.3979772655,1450495.5407892226,1898997.17155408,1531416.659650382,973717.1715452202,1410615.4224675214,1804550.6707655357,1351487.3289081363,673581.6438015606,701279.7253382253,1018509.1255282456,1396343.1795490354,1765483.7780953944,1206569.2630249716,1169069.0154276032,1205643.5348847462
R6AR,1212904.8239767032,1159583.2437657393,2139847.401032937,2195911.253297795,1458320.2857648362,1347343.2162901314,1459528.6069988743,1492865.4061076683,2159683.6979109715,1973133.2613389606,4130281.646793419,1385752.2237167836,1472979.6810257803,1071599.4565009428,1135133.537924922,1470246.6041564608,1105033.6129713438,1574800.3237424726,1661511.6654144886,3131130.0482143494,2456947.4013755415,1556074.4350631253,1378614.7891652738,1543801.879236778,1696970.0736327043,1860185.0463222992,2043543.4328834678,2115995.5699932803,2236978.6977568455,2022078.411358643,2166095.11082292,2112825.3113799077,2382989.34981621,1390604.499915318,1803142.4503958086,2155135.2924516536,1045192.9313879993,1496574.1407507702,1621050.063839858,1932365.924413228,2128289.3145898962,1837678.0180132522,2099613.3429368287,2653926.3668073807,2587916.8816493438,1284809.750229794,1293494.280879073,1606335.1066828533,2345412.7352745333,2690333.5642569712,2786048.875476602,2892904.732080164,2340827.5660525262,1449067.2279132977,1457346.133293725,2267526.984394073,2169815.9267431567,1816028.6973208473,1797513.8165779347,1734633.0330732786,1676152.5205605798,1825707.6077509373,3095917.3865928752,1642641.137128355,1446912.4310084714,1263461.256384554,1196115.2960746516,1687181.2103541608,1949051.9964299556,1602356.4714705108,1395821.6299537427,2996912.256239242,2724069.6965853493,1346976.5725803557,1303874.8971606875,1957581.2735673927,1918459.6641677488,2085512.2603443498,1303982.9705235185,1437958.8098490355,2056913.6903841472,2008954.2435843928,1704143.591026977,1719631.5432104873,1791835.5703486365,2159196.702080975,2288070.172497869,1655005.0747070545,3975872.170458689,1622553.7035461757,1574971.7319678417,4413207.271021312,4365993.903865465,3358685.0984814386,1843197.0755698495,1059648.8369704913,2305399.912279409,1537169.6893261103,1415256.9630872568,1919361.4504418226,1848380.0698230243,2114046.457100758,2003785.6163332968,1560058.9243530328,1692108.5915273582,1525511.7157243278,1462791.2156761463,1291615.3471052644,1427267.216731948,1186587.1321999582,1262855.1099313889,1023261.2137654728,1265753.605339877,718360.7958092651,0.0,1288375.4818118447,1667281.6209768688,858809.0590697961,865006.9294171543,1327676.5652345933,2037838.0660292793,2120460.4761949265,2219142.517028144,1403413.1303757825,1634141.8750936352,1621688.6091877997,1508550.7222244034,1837248.4736340698,1093269.7454101802,1517489.65095351,1689208.2181032535,1868933.1470242618,1854317.114992274,2304908.198560562,1905322.4237650412,1413007.4907349574,1785421.0707588096,2129903.83977833,1754884.4578543592,1125638.3655123555,1143524.9394842526,1417112.6657497615,1777496.5190589854,2118109.30699214,1625163.9664257723,1519535.5931738112,1575569.083893422
R6BL,664698.071026993,963927.4134766633,1582691.1669097897,1507437.4526343502,849213.2270857645,822883.1423115078,814215.9242001217,832472.2543251247,1528412.1337528469,1566599.4381708961,3594359.5531681143,775118.7346567773,834413.7116477847,459300.03428845544,505010.6498496206,1021732.4711982748,584056.6356040875,1006264.1526699541,1563889.879611808,2771214.1189262453,1875687.8732202398,1132388.2971689058,892502.6210905744,1070940.1313653586,1053252.5984682182,1219465.9013868077,1444903.0037509166,1533249.439198399,1689832.2609800254,1444037.6881339836,2198694.6201401437,2379361.8636425114,2903345.261115831,815411.222118183,1517900.620270077,1693038.5031167264,434900.68586779805,908268.7882247374,1229898.504047806,1461189.0163624396,1513632.5018698263,1236945.4014794258,1462963.4782289087,2395818.793625139,2043083.5191514539,681591.1269868704,617613.5519306592,1213629.3929748498,1964287.2744284635,2604699.7497469187,2465977.921611917,2345396.8108114796,1688459.9749866116,797768.0778235783,794676.1775349634,1918684.059341153,1896383.3739534968,1482169.5044497992,1339811.0930061862,1153353.4756932803,1119372.2175458805,1248738.449733684,3357086.646863124,2083217.9163579356,840653.4014647161,765119.2726679574,1299370.6399773676,1042498.9259136856,1378392.4912939575,928971.8118689278,932950.056708556,2429999.0424905587,2281575.651293388,768917.8329057251,899420.0917921127,1320889.5636165375,1288687.2034082995,1440804.5855666413,672010.1808191445,783090.5126174884,1668079.0399374128,1805405.0076643375,1144534.0969495615,1237610.2209056744,1224292.7664888497,1528379.6083656186,1673419.684938564,1087276.3155398164,4633888.050216033,999725.5288069644,959419.9703729814,4537516.257401239,3948720.716025363,3001355.849453514,1272044.651708031,476756.04434313264,2056124.2995952494,1495116.520465749,1300538.3564430545,1452270.2377453847,1534411.9214444119,1618028.22285515,1498981.8204838794,1224643.9407449903,1457907.6224204497,1354956.7238234484,1164293.406462949,887550.1199447181,930828.9140855838,633689.8788606654,758713.4476868312,545649.1667594092,900009.758389648,884598.8940270066,1288375.4818118447,0.0,1025825.276037227,987652.144676606,1542617.5547533357,1853967.810124101,2062763.1764579113,1669592.5994418715,1698061.288546563,823107.2225108546,1127364.0914084145,1042781.0866095821,1316194.9998444344,1484052.1035226118,918056.2824688399,906348.8655852793,1121879.7310123523,1371083.829328508,1388644.2878993768,1748105.5121113348,1526074.4207637939,800968.4861792498,1496270.400509252,1642300.2158864804,1210039.2506947916,510913.3592815427,538611.4408182075,906045.0637092333,1304609.577174993,1811102.433345908,1148594.6966821633,1068323.4927498887,1144519.6155019954
