,pre,post,pixels
2776,PVCR,BAGR,1217
2777,PVCR,BDUL,7
2778,PVCR,BDUR,4089
2779,PVCR,CEPVR,355
2780,PVCR,DVA,13280
2781,PVCR,FLPL,2263
2782,PVCR,FLPR,8633
2783,PVCR,IL1VL,196
2784,PVCR,IL2VL,54
2785,PVCR,OLQVL,147
2786,PVCR,PVNL,557
2787,PVCR,PVNR,3402
2788,PVCR,PVPL,8747
2789,PVCR,PVPR,18306
2790,PVCR,PVQR,96
2791,PVCR,PVR,429
2792,PVCR,RICL,2877
2793,PVCR,RID,13529
2794,PVCR,RIFL,140
2795,PVCR,RIFR,712
2796,PVCR,RIS,2327
2797,PVCR,RIVR,809
2798,PVCR,RMDVR,283
2799,PVCR,SDQR,333
2800,PVCR,SIAVR,427
2801,PVCR,SIBDL,1567
2802,PVCR,SIBDR,2189
2803,PVCR,SIBVL,8502
2804,PVCR,SIBVR,14225
2805,PVCR,SMBDR,74
2806,PVCR,SMBVL,2574
2807,PVCR,SMBVR,2090
2808,PVCR,URAVL,77
2809,PVCR,URYVL,248
2810,PVNL,PVNR,80146
2811,PVNL,PVQR,6371
2812,PVNL,PVR,14670
2813,PVNL,RICL,449
2814,PVNL,RID,2971
2815,PVNL,RIFL,2378
2816,PVNL,RIFR,5500
2817,PVNL,URBR,65
2818,PVNL,VB01,1546
2819,PVNR,PVQR,7355
2820,PVNR,PVR,7284
2821,PVNR,RIFL,6584
2822,PVNR,RIFR,9725
2823,PVNR,URBL,76
2824,PVPL,PVPR,2724
2825,PVPL,RID,439
2826,PVPL,RIFL,16704
2827,PVPL,RIFR,680
2828,PVPL,RIGL,5815
2829,PVPL,RIR,10887
2830,PVPR,RICL,15
2831,PVPR,RID,78
2832,PVPR,RIFL,555
2833,PVPR,RIFR,11754
2834,PVPR,RIGR,3610
2835,PVPR,RIR,6679
2836,PVR,RICR,2954
2837,PVR,RID,186
2838,PVR,RIFR,170
2839,PVR,RIPL,15119
2840,PVR,RIPR,18769
2841,PVR,SABD,550
2842,PVR,URBL,333
2843,PVR,URBR,565
2844,PVT,AVHL,1246
2845,PVT,AVKL,54480
2846,PVT,AVKR,44713
2847,PVT,AVL,43786
2848,PVT,BAGL,4642
2849,PVT,BAGR,2465
2850,PVT,CEPDL,540
2851,PVT,CEPDR,688
2852,PVT,DVC,84313
2853,PVT,IL1DL,470
2854,PVT,IL1DR,829
2855,PVT,IL1VL,1234
2856,PVT,IL1VR,767
2857,PVT,IL2DL,428
2858,PVT,IL2DR,487
2859,PVT,IL2VL,446
2860,PVT,IL2VR,548
2861,PVT,OLLR,215
2862,PVT,OLQDL,248
2863,PVT,OLQDR,1538
2864,PVT,OLQVL,990
2865,PVT,OLQVR,1282
2866,PVT,PVPR,1311
2867,PVT,RID,2231
2868,PVT,RIGL,19423
2869,PVT,RIGR,16463
2870,PVT,RIH,3525
2871,PVT,RIR,1714
2872,PVT,RMED,3905
2873,PVT,RMEL,80
2874,PVT,RMER,4909
2875,PVT,RMEV,19567
2876,PVT,RMFL,15596
2877,PVT,RMFR,21042
2878,PVT,URAVL,1360
2879,PVT,URAVR,1108
2880,PVT,URYDL,482
2881,PVT,URYDR,734
2882,PVT,URYVL,1827
2883,PVT,URYVR,1441
2884,PVT,VC01,4377
2885,PVT,VD01,144
2886,RIAL,ADAL,602
2887,RIAL,ADEL,1540
2888,RIAL,ADFL,24707
2889,RIAL,AFDL,97
2890,RIAL,AINR,2710
2891,RIAL,ALNL,483
2892,RIAL,AQR,2667
2893,RIAL,AUAL,13404
2894,RIAL,AVER,1050
2895,RIAL,AVHR,247
2896,RIAL,AWAL,114
2897,RIAL,BAGR,25964
2898,RIAL,CEPDL,6273
2899,RIAL,CEPDR,4517
2900,RIAL,CEPVL,8952
2901,RIAL,CEPVR,104
2902,RIAL,DVA,762
2903,RIAL,FLPL,451
2904,RIAL,FLPR,115
2905,RIAL,IL1L,1086
2906,RIAL,IL1R,1011
2907,RIAL,IL1VL,64
2908,RIAL,IL2VL,765
2909,RIAL,OLLL,107
2910,RIAL,OLQVL,245
2911,RIAL,PVPL,124
2912,RIAL,RIBL,17844
2913,RIAL,RICL,4
2914,RIAL,RICR,208
2915,RIAL,RIFL,862
2916,RIAL,RIGL,1768
2917,RIAL,RIH,12068
2918,RIAL,RIML,7107
2919,RIAL,RIR,12526
2920,RIAL,RIS,239
2921,RIAL,RIVL,7900
2922,RIAL,RIVR,4304
2923,RIAL,RMDDL,46047
2924,RIAL,RMDDR,30687
2925,RIAL,RMDL,31683
2926,RIAL,RMDR,37232
2927,RIAL,RMDVL,39264
2928,RIAL,RMDVR,31717
2929,RIAL,RMFL,1534
2930,RIAL,SAADL,3059
2931,RIAL,SAAVL,727
2932,RIAL,SDQL,546
2933,RIAL,SDQR,837
2934,RIAL,SIADL,2056
2935,RIAL,SIADR,6
2936,RIAL,SIAVL,742
2937,RIAL,SIAVR,2887
2938,RIAL,SIBDL,2121
2939,RIAL,SIBVL,2499
2940,RIAL,SMBDL,4958
2941,RIAL,SMBDR,28
2942,RIAL,SMBVL,5193
2943,RIAL,SMBVR,662
2944,RIAL,SMDDL,21372
2945,RIAL,SMDDR,23353
2946,RIAL,SMDVL,18157
2947,RIAL,SMDVR,28272
2948,RIAL,URYVL,1270
2949,RIAL,VB01,295
2950,RIAR,ADAR,577
2951,RIAR,ADER,776
2952,RIAR,ADFR,38347
2953,RIAR,AINL,2163
2954,RIAR,AQR,3238
2955,RIAR,ASEL,1648
2956,RIAR,AUAR,16548
2957,RIAR,AVEL,4470
2958,RIAR,AVKR,2
2959,RIAR,AWAR,187
2960,RIAR,BAGL,25084
2961,RIAR,CEPDL,473
2962,RIAR,CEPDR,2047
2963,RIAR,CEPVR,8863
2964,RIAR,DVA,3008
2965,RIAR,DVC,121
2966,RIAR,IL1L,490
2967,RIAR,IL1R,1177
2968,RIAR,IL1VR,172
2969,RIAR,IL2VR,1323
2970,RIAR,OLQVR,126
2971,RIAR,PVPR,1699
2972,RIAR,RIAL,80607
2973,RIAR,RIBR,9208
2974,RIAR,RICL,137
2975,RIAR,RIFR,251
2976,RIAR,RIGR,5231
2977,RIAR,RIH,16411
2978,RIAR,RIMR,6053
2979,RIAR,RIR,3998
2980,RIAR,RIVL,3204
2981,RIAR,RIVR,8705
2982,RIAR,RMDDL,41552
2983,RIAR,RMDDR,59863
2984,RIAR,RMDL,35156
2985,RIAR,RMDR,32566
2986,RIAR,RMDVL,30057
2987,RIAR,RMDVR,41450
2988,RIAR,RMFL,195
2989,RIAR,RMFR,384
2990,RIAR,SAADR,3628
2991,RIAR,SAAVL,160
2992,RIAR,SAAVR,3039
2993,RIAR,SDQL,566
2994,RIAR,SDQR,2381
2995,RIAR,SIADL,596
2996,RIAR,SIADR,5069
2997,RIAR,SIAVL,3761
2998,RIAR,SIAVR,2609
2999,RIAR,SIBDR,887
3000,RIAR,SIBVL,181
3001,RIAR,SIBVR,3910
3002,RIAR,SMBDL,282
3003,RIAR,SMBDR,2624
3004,RIAR,SMBVL,434
3005,RIAR,SMBVR,2017
3006,RIAR,SMDDL,25387
3007,RIAR,SMDDR,23298
3008,RIAR,SMDVL,30891
3009,RIAR,SMDVR,23010
3010,RIAR,URAVR,262
3011,RIAR,URYVR,1260
3012,RIBL,ADFL,3936
3013,RIBL,AFDL,781
3014,RIBL,AINL,5392
3015,RIBL,AINR,24975
3016,RIBL,AQR,220
3017,RIBL,ASEL,586
3018,RIBL,ASJL,906
3019,RIBL,AUAL,56792
3020,RIBL,AUAR,1190
3021,RIBL,AVEL,3235
3022,RIBL,AVER,24864
3023,RIBL,AVKL,3490
3024,RIBL,AVKR,935
3025,RIBL,AVL,2974
3026,RIBL,AWAL,238
3027,RIBL,BAGL,10155
3028,RIBL,BAGR,39164
3029,RIBL,CEPDL,2817
3030,RIBL,CEPVL,4761
3031,RIBL,DVC,2788
3032,RIBL,IL1DL,868
3033,RIBL,IL1L,669
3034,RIBL,IL1VL,23
3035,RIBL,IL2DL,270
3036,RIBL,OLLL,21681
3037,RIBL,OLLR,237
3038,RIBL,OLQDL,2811
3039,RIBL,OLQVL,3554
3040,RIBL,PVT,2292
3041,RIBL,RID,1240
3042,RIBL,RIGL,1632
3043,RIBL,RIH,9275
3044,RIBL,RIML,14509
3045,RIBL,RIMR,555
3046,RIBL,RIS,18199
3047,RIBL,RIVL,979
3048,RIBL,RMDDL,10
3049,RIBL,RMDL,325
3050,RIBL,RMDR,3608
3051,RIBL,RMED,3834
3052,RIBL,RMEL,4069
3053,RIBL,RMEV,1937
3054,RIBL,RMFR,374
3055,RIBL,SAADR,205
3056,RIBL,SIADL,2675
3057,RIBL,SIADR,1034
3058,RIBL,SIAVL,1086
3059,RIBL,SIBDL,262
3060,RIBL,SIBVL,2498
3061,RIBL,SIBVR,629
3062,RIBL,SMBDL,1491
3063,RIBL,SMDDL,1883
3064,RIBL,SMDDR,11148
3065,RIBL,SMDVL,2039
3066,RIBL,SMDVR,6098
