,pre,post,pixels
0,ADAL,ADAR,718
1,ADAL,ADEL,9581
2,ADAL,ADER,263
3,ADAL,AIML,258
4,ADAL,ALNL,314
5,ADAL,AVFL,2404
6,ADAL,AVFR,1010
7,ADAL,AVHR,2846
8,ADAL,AVJR,4595
9,ADAL,AVM,114
10,ADAL,BDUL,3295
11,ADAL,PVNL,2790
12,ADAL,PVNR,370
13,ADAL,PVPL,2427
14,ADAL,PVQL,596
15,ADAL,PVR,616
16,ADAL,RICL,14366
17,ADAL,RICR,9787
18,ADAL,RID,3811
19,ADAL,RIFL,1135
20,ADAL,RIPL,3530
21,ADAL,URBL,4178
22,ADAL,VB01,5268
23,ADAR,ADEL,91
24,ADAR,ADER,6139
25,ADAR,AVFL,84
26,ADAR,AVHL,1030
27,ADAR,AVJL,1567
28,ADAR,AVKL,1438
29,ADAR,BDUR,122
30,ADAR,PLNL,124
31,ADAR,PVNR,61
32,ADAR,PVPR,1044
33,ADAR,PVQR,44
34,ADAR,PVR,2215
35,ADAR,RICL,10490
36,ADAR,RICR,6106
37,ADAR,RIFR,3331
38,ADAR,RIPR,6711
39,ADAR,RIR,35
40,ADAR,URBR,2263
41,ADEL,ADER,37158
42,ADEL,AINL,3652
43,ADEL,AINR,789
44,ADEL,ALA,1688
45,ADEL,ALNL,9707
46,ADEL,AVFL,739
47,ADEL,AVFR,516
48,ADEL,AVHL,1765
49,ADEL,AVKL,73
50,ADEL,AVKR,3240
51,ADEL,AVL,1641
52,ADEL,BDUL,6983
53,ADEL,PVNL,1130
54,ADEL,PVR,1584
55,ADEL,RIFL,2681
56,ADEL,RIGL,7905
57,ADEL,RIGR,8857
58,ADEL,RIR,37
59,ADEL,RMER,11842
60,ADEL,URBL,6655
61,ADEL,VB01,3531
62,ADEL,VB02,594
63,ADER,AIMR,130
64,ADER,AINR,9012
65,ADER,ALA,4034
66,ADER,ALNR,15680
67,ADER,AVHR,902
68,ADER,AVJR,3747
69,ADER,AVKL,1473
70,ADER,AVKR,198
71,ADER,AVL,1183
72,ADER,BDUR,4708
73,ADER,DVC,213
74,ADER,PVNL,539
75,ADER,PVNR,1431
76,ADER,PVR,3138
77,ADER,RIFR,3052
78,ADER,RIGL,11428
79,ADER,RIGR,2509
80,ADER,RIR,1655
81,ADER,RMEL,7168
82,ADER,URBR,8676
83,ADER,VB01,2409
84,ADFL,ADAL,3451
85,ADFL,AFDL,9888
86,ADFL,AIML,4623
87,ADFL,AQR,277
88,ADFL,ASEL,4289
89,ADFL,ASER,321
90,ADFL,ASGL,739
91,ADFL,AUAL,28883
92,ADFL,AUAR,23
93,ADFL,AVHR,4388
94,ADFL,AWAL,21603
95,ADFL,BAGL,12
96,ADFL,OLQVL,551
97,ADFL,PVPR,339
98,ADFL,RID,988
99,ADFL,RIFL,2657
100,ADFL,RIGL,3398
101,ADFL,RIH,399
102,ADFL,RIR,14803
103,ADFL,URYVL,231
104,ADFR,ADAR,3315
105,ADFR,ADFL,97
106,ADFR,AFDR,151
107,ADFR,AIMR,131
108,ADFR,AQR,4207
109,ADFR,ASEL,5250
110,ADFR,ASER,3616
111,ADFR,AUAL,388
112,ADFR,AUAR,23699
113,ADFR,AVHL,28747
114,ADFR,AWAR,27601
115,ADFR,BAGL,5087
116,ADFR,DVA,2707
117,ADFR,OLQVR,838
118,ADFR,PVPR,14232
119,ADFR,RIFR,3401
120,ADFR,RIGR,7546
121,ADFR,RIH,5012
122,ADFR,RIR,21316
123,ADFR,URYVR,413
124,ADLL,ADAL,7654
125,ADLL,ADEL,140
126,ADLL,ADFL,2044
127,ADLL,ADLR,5217
128,ADLL,AIAL,7632
129,ADLL,AIBL,17694
130,ADLL,AIML,101
131,ADLL,AINR,712
132,ADLL,AIYL,170
133,ADLL,AIZL,91
134,ADLL,ALA,13699
135,ADLL,ALML,1692
136,ADLL,AQR,62
137,ADLL,ASEL,10249
138,ADLL,ASER,18367
139,ADLL,ASGL,1970
140,ADLL,ASJL,82
141,ADLL,AVAL,7798
142,ADLL,AVAR,444
143,ADLL,AVBL,6951
144,ADLL,AVDL,917
145,ADLL,AVDR,8237
146,ADLL,AVEL,723
147,ADLL,AVFL,1533
148,ADLL,AVFR,2076
149,ADLL,AVHR,8913
150,ADLL,AVJL,1401
151,ADLL,AVJR,1090
152,ADLL,AWAL,30460
153,ADLL,AWBL,22731
154,ADLL,AWCR,1703
155,ADLL,BDUL,633
156,ADLL,CEPVL,25
157,ADLL,DVA,1279
158,ADLL,IL1DL,344
159,ADLL,IL1L,191
160,ADLL,IL2L,579
161,ADLL,OLLL,1321
162,ADLL,OLQVL,1446
163,ADLL,PVCR,1776
164,ADLL,PVPL,1761
165,ADLL,PVQL,10946
166,ADLL,PVR,161
167,ADLL,RICL,173
168,ADLL,RICR,1040
169,ADLL,RID,2123
170,ADLL,RIFL,2768
171,ADLL,RIGL,214
172,ADLL,RIML,1435
173,ADLL,RIPL,655
174,ADLL,RIR,426
175,ADLL,SAAVL,197
176,ADLL,SDQR,913
177,ADLL,SIAVL,503
178,ADLL,SIBVL,767
179,ADLL,SMBDL,200
180,ADLL,SMBVL,18485
181,ADLL,URXL,1801
182,ADLL,URYDL,86
183,ADLL,URYVL,272
184,ADLR,ADAR,10956
185,ADLR,ADER,254
186,ADLR,ADFR,109
187,ADLR,AIAL,509
188,ADLR,AIAR,10473
189,ADLR,AIBL,214
190,ADLR,AIBR,23578
191,ADLR,AIYR,120
192,ADLR,ALA,5439
193,ADLR,ALMR,302
194,ADLR,ASER,25536
195,ADLR,ASGR,496
196,ADLR,ASIR,2029
197,ADLR,ASJR,41
198,ADLR,AVAR,3455
199,ADLR,AVBL,520
200,ADLR,AVBR,1189
201,ADLR,AVDL,5830
202,ADLR,AVDR,243
203,ADLR,AVFR,40
204,ADLR,AVHL,5932
205,ADLR,AVJL,2530
206,ADLR,AVJR,270
207,ADLR,AWAR,27967
208,ADLR,AWBR,18213
209,ADLR,AWCR,15714
210,ADLR,BDUR,96
211,ADLR,CEPVR,16239
212,ADLR,IL1DR,43
213,ADLR,IL1R,340
214,ADLR,IL1VR,190
215,ADLR,IL2R,691
216,ADLR,OLLR,787
217,ADLR,OLQVR,5597
218,ADLR,PVCL,5875
219,ADLR,PVCR,1059
220,ADLR,PVPR,3249
221,ADLR,PVQR,7127
222,ADLR,PVR,264
223,ADLR,RICL,2568
224,ADLR,RICR,5050
225,ADLR,RID,141
226,ADLR,RIFR,2721
227,ADLR,RIPR,282
228,ADLR,RIR,184
229,ADLR,RMHR,270
230,ADLR,SAAVR,941
231,ADLR,SIBDR,829
232,ADLR,SIBVL,1111
233,ADLR,SIBVR,741
234,ADLR,SMBDR,150
235,ADLR,SMBVR,28894
236,ADLR,URAVR,287
237,ADLR,URBR,5798
238,ADLR,URXR,8225
239,ADLR,URYVR,255
240,AFDL,AINL,3414
241,AFDL,AINR,30346
242,AFDL,ASEL,4627
243,AFDL,ASER,14584
244,AFDL,AUAL,24068
245,AFDL,AWAL,17995
246,AFDL,BAGR,1788
247,AFDL,CEPDL,454
248,AFDL,IL2DL,301
249,AFDL,OLLL,373
250,AFDL,RID,963
251,AFDL,RIGL,96
252,AFDL,RIR,158
253,AFDL,VB02,213
254,AFDR,AFDL,873
255,AFDR,AINL,28856
256,AFDR,AINR,13351
257,AFDR,ASEL,15279
258,AFDR,ASER,8217
259,AFDR,AUAL,40
260,AFDR,AUAR,23131
261,AFDR,AWAR,21608
262,AFDR,BAGL,406
263,AFDR,RID,3382
264,AFDR,RIGR,796
265,AFDR,RIR,1951
266,AFDR,SABD,684
267,AIAL,ADAL,1646
268,AIAL,ADFL,3411
269,AIAL,AFDL,928
270,AIAL,AIBL,49300
271,AIAL,AIBR,1066
272,AIAL,AIML,19201
273,AIAL,AINR,3314
274,AIAL,AIYL,1456
275,AIAL,AIZL,13601
276,AIAL,AIZR,23
277,AIAL,ALA,146
278,AIAL,ASEL,6105
279,AIAL,ASER,18467
280,AIAL,ASGL,44651
281,AIAL,ASJL,7590
282,AIAL,AVER,36
283,AIAL,AVFL,2877
284,AIAL,AVFR,1394
285,AIAL,AVJR,136
286,AIAL,AWAL,2654
287,AIAL,PVQL,5357
288,AIAL,PVQR,327
289,AIAL,RIFL,9989
290,AIAL,RIH,948
291,AIAL,SIAVL,1040
292,AIAL,SMBVL,1442
293,AIAR,ADAR,1509
294,AIAR,ADFR,1880
295,AIAR,AFDR,432
296,AIAR,AIAL,4586
297,AIAR,AIBR,55416
298,AIAR,AIMR,12102
299,AIAR,AINL,3180
300,AIAR,AIYR,2778
301,AIAR,AIZR,8575
302,AIAR,ASEL,3138
303,AIAR,ASER,6309
304,AIAR,ASGR,51377
305,AIAR,ASJR,7244
306,AIAR,AWAL,142
307,AIAR,AWAR,4517
308,AIAR,CEPVR,4384
309,AIAR,PVNL,155
310,AIAR,PVNR,809
311,AIAR,PVQR,15025
312,AIAR,RIFR,17012
313,AIAR,RIMR,222
314,AIAR,RIR,1067
315,AIAR,SMBVR,2817
316,AIBL,ADAL,1282
317,AIBL,ADAR,3753
318,AIBL,ADFL,888
319,AIBL,ADFR,2639
320,AIBL,AFDL,7196
321,AIBL,AIML,21
322,AIBL,AINR,6613
323,AIBL,AIYL,4709
324,AIBL,AIZL,3943
325,AIBL,AIZR,25930
326,AIBL,AQR,3117
327,AIBL,ASEL,32960
328,AIBL,ASER,7796
329,AIBL,ASGL,14425
330,AIBL,AUAL,303
331,AIBL,AUAR,924
332,AIBL,AVEL,7518
333,AIBL,AVER,5189
334,AIBL,AVHR,185
335,AIBL,AVKL,7436
336,AIBL,AVKR,5141
337,AIBL,AVL,5151
338,AIBL,AWAL,548
339,AIBL,BAGL,869
340,AIBL,DVA,8337
341,AIBL,DVC,7133
342,AIBL,FLPL,2852
343,AIBL,FLPR,1045
344,AIBL,IL1VR,98
345,AIBL,IL2VR,167
346,AIBL,OLLR,1057
347,AIBL,PVPR,6338
348,AIBL,PVT,5839
349,AIBL,RIAR,490
350,AIBL,RIBR,4363
351,AIBL,RICR,659
352,AIBL,RIFL,2380
353,AIBL,RIFR,892
354,AIBL,RIGL,1271
355,AIBL,RIGR,14736
356,AIBL,RIML,3050
357,AIBL,RIMR,35165
358,AIBL,RIR,115
359,AIBL,RIS,1564
360,AIBL,RIVL,11387
361,AIBL,RIVR,463
362,AIBL,RMED,1159
363,AIBL,RMFL,4449
364,AIBL,RMFR,7072
365,AIBL,SAADL,1708
366,AIBL,SAADR,3732
367,AIBL,SAAVL,1488
368,AIBL,SDQL,149
369,AIBL,SDQR,9609
370,AIBL,SIADR,14236
371,AIBL,SIAVR,346
372,AIBL,SIBVL,1930
373,AIBL,SIBVR,735
374,AIBL,SMBDR,7503
375,AIBL,SMDDR,16222
376,AIBL,SMDVR,216
377,AIBL,URAVR,344
378,AIBL,URYVR,248
379,AIBL,VB02,1213
380,AIBR,ADAL,5302
381,AIBR,ADAR,3049
382,AIBR,ADFL,992
383,AIBR,AFDR,9225
384,AIBR,AIBL,5764
385,AIBR,AIMR,122
386,AIBR,AINL,8542
387,AIBR,AIYR,5175
388,AIBR,AIZL,25116
389,AIBR,AIZR,964
390,AIBR,AQR,1841
391,AIBR,ASEL,6627
392,AIBR,ASER,49698
393,AIBR,ASGR,7913
394,AIBR,AUAL,788
395,AIBR,AVEL,6783
396,AIBR,AVER,7009
397,AIBR,AVKL,7572
398,AIBR,AVKR,5206
399,AIBR,AVL,3235
400,AIBR,AWAL,228
401,AIBR,AWAR,536
402,AIBR,BAGR,1661
403,AIBR,DVA,8616
404,AIBR,DVC,11243
405,AIBR,FLPL,1092
406,AIBR,FLPR,338
407,AIBR,IL1VL,926
408,AIBR,IL2VL,954
409,AIBR,PVPL,3348
410,AIBR,PVQR,95
411,AIBR,PVT,8762
412,AIBR,RIAL,3455
413,AIBR,RIBL,7429
414,AIBR,RICR,7936
415,AIBR,RID,1461
416,AIBR,RIFR,2277
417,AIBR,RIGL,17022
418,AIBR,RIGR,924
419,AIBR,RIML,35072
420,AIBR,RIMR,2911
421,AIBR,RIR,2823
422,AIBR,RIS,7540
423,AIBR,RIVL,664
424,AIBR,RIVR,7239
425,AIBR,RMDDL,1211
426,AIBR,RMDVL,391
427,AIBR,RMEV,1899
428,AIBR,RMFL,3269
429,AIBR,RMFR,2099
430,AIBR,SAADL,3856
431,AIBR,SAADR,2683
432,AIBR,SAAVR,1588
433,AIBR,SABD,784
434,AIBR,SDQL,291
435,AIBR,SDQR,212
436,AIBR,SIADL,13751
437,AIBR,SIAVL,586
438,AIBR,SIBDR,3989
439,AIBR,SIBVL,828
440,AIBR,SIBVR,729
441,AIBR,SMBDL,2093
442,AIBR,SMBVR,475
443,AIBR,SMDDL,9643
444,AIBR,SMDVL,2757
445,AIBR,SMDVR,635
446,AIBR,URAVL,1317
447,AIBR,URYDL,773
448,AIBR,URYVL,1616
449,AIBR,VB01,4532
450,AIML,AIMR,1115
451,AIML,ALA,2113
452,AIML,AVFL,7601
453,AIML,AVFR,3111
454,AIML,AVHL,2349
455,AIML,AVHR,251
456,AIML,AVJL,500
457,AIML,AVJR,74
458,AIML,BDUL,73
459,AIML,PVNR,283
460,AIML,PVQL,1899
461,AIML,RICL,310
462,AIML,RID,1710
463,AIML,RIFL,5770
464,AIML,RIR,513
465,AIML,URBL,412
466,AIMR,ALA,2234
467,AIMR,AUAR,61
468,AIMR,AVFL,6996
469,AIMR,AVFR,13820
470,AIMR,AVHR,4881
471,AIMR,AVJR,831
472,AIMR,AVKR,1118
473,AIMR,BDUR,1363
474,AIMR,PVNL,2364
475,AIMR,PVNR,729
476,AIMR,PVQR,5099
477,AIMR,PVR,1175
478,AIMR,RICR,2764
479,AIMR,RIFR,8950
480,AIMR,RIR,4345
481,AIMR,URBR,263
482,AINL,AINR,6374
483,AINL,AUAL,1944
484,AINL,AUAR,20620
485,AINL,AVHL,1650
486,AINL,AVJL,2876
487,AINL,RID,23828
488,AINL,RIR,173
489,AINR,ALNR,438
490,AINR,AUAL,16007
491,AINR,AUAR,2672
492,AINR,AVHR,5154
493,AINR,AVJL,410
494,AINR,AVJR,5183
495,AINR,RID,28128
496,AINR,RIGR,224
497,AINR,URBL,981
498,AIYL,ADAL,199
499,AIYL,ADFL,5379
500,AIYL,AFDL,56757
501,AIYL,AIML,4877
502,AIYL,AINR,1873
503,AIYL,ASEL,36403
504,AIYL,ASER,17469
505,AIYL,ASGL,1214
506,AIYL,AUAL,9817
507,AIYL,AVER,752
508,AIYL,AVJR,3464
509,AIYL,AVKL,4360
510,AIYL,AWAL,21556
511,AIYL,BAGR,2654
512,AIYL,BDUL,144
513,AIYL,PVQL,1169
514,AIYL,RIAL,14667
515,AIYL,RIAR,340
516,AIYL,RIBL,24010
517,AIYL,RIFL,2227
518,AIYL,RIGL,265
519,AIYL,RIGR,617
520,AIYL,RIH,8157
521,AIYL,RIML,2758
522,AIYL,RIR,3700
523,AIYL,RMEV,394
524,AIYL,SIAVL,2255
525,AIYL,SMBDR,7
526,AIYL,SMBVL,1295
527,AIYR,ADFR,8476
528,AIYR,AFDL,469
529,AIYR,AFDR,50177
530,AIYR,AIMR,9798
531,AIYR,AINL,900
532,AIYR,AINR,118
533,AIYR,AIYL,5280
534,AIYR,ASEL,27899
535,AIYR,ASER,45881
536,AIYR,ASGR,3500
537,AIYR,AUAL,220
538,AIYR,AUAR,23451
539,AIYR,AVHL,13
540,AIYR,AVJL,2709
541,AIYR,AVKR,9008
542,AIYR,AVM,1224
543,AIYR,AWAL,363
544,AIYR,AWAR,19825
545,AIYR,BAGL,6855
546,AIYR,BAGR,1084
547,AIYR,DVA,350
548,AIYR,FLPR,485
549,AIYR,RIAR,15285
550,AIYR,RIBR,30227
551,AIYR,RIFR,1406
552,AIYR,RIH,9132
553,AIYR,RIMR,847
554,AIYR,RIR,6455
555,AIYR,RIS,581
556,AIYR,RIVR,44
557,AIYR,RMFL,373
558,AIYR,SIAVR,3574
559,AIYR,SIBDR,782
560,AIYR,SIBVR,204
561,AIYR,SMBDR,3723
562,AIYR,SMBVR,1568
563,AIZL,ADAL,137
564,AIZL,ADFL,33858
565,AIZL,AFDL,22526
566,AIZL,AIML,196
567,AIZL,AIYL,25101
568,AIZL,AIYR,161
569,AIZL,AQR,175
570,AIZL,ASEL,7663
571,AIZL,ASER,900
572,AIZL,ASGL,7137
573,AIZL,AUAL,4839
574,AIZL,AVEL,10237
575,AIZL,AVER,20001
576,AIZL,AVHR,1363
577,AIZL,AVKL,113
578,AIZL,AVKR,638
579,AIZL,AWAL,21646
580,AIZL,BAGR,3359
581,AIZL,DVA,16332
582,AIZL,DVC,2315
583,AIZL,PVPR,585
584,AIZL,RIAL,38763
585,AIZL,RIAR,1990
586,AIZL,RIBL,7635
587,AIZL,RICL,1036
588,AIZL,RID,405
589,AIZL,RIFL,1813
590,AIZL,RIFR,244
591,AIZL,RIGL,21547
592,AIZL,RIGR,180
593,AIZL,RIH,12451
594,AIZL,RIML,22169
595,AIZL,RIR,12562
596,AIZL,SAADR,274
597,AIZL,SIADL,2755
598,AIZL,SIBDL,200
599,AIZL,SIBDR,148
600,AIZL,SIBVL,148
601,AIZL,SIBVR,1018
602,AIZL,SMBDL,30792
603,AIZL,SMBDR,426
604,AIZL,SMBVL,15633
605,AIZL,SMBVR,406
606,AIZL,SMDDL,86
607,AIZL,URYDL,575
608,AIZL,URYVL,129
609,AIZL,VB01,106
610,AIZL,VB02,463
611,AIZR,ADAR,1260
612,AIZR,ADFL,38
613,AIZR,ADFR,27031
614,AIZR,AFDR,15928
615,AIZR,AIYL,1227
616,AIZR,AIYR,16753
617,AIZR,AIZL,6457
618,AIZR,AQR,642
619,AIZR,ASEL,5801
620,AIZR,ASER,1575
621,AIZR,ASGR,7263
622,AIZR,AUAL,222
623,AIZR,AUAR,7181
624,AIZR,AVEL,20533
625,AIZR,AVER,17744
626,AIZR,AVHL,334
627,AIZR,AVKL,211
628,AIZR,AWAR,20500
629,AIZR,BAGL,4605
630,AIZR,DVA,16725
631,AIZR,DVC,7459
632,AIZR,PVPR,382
633,AIZR,RIAL,486
634,AIZR,RIAR,32333
635,AIZR,RIBR,10416
636,AIZR,RICR,1590
637,AIZR,RID,10
638,AIZR,RIFR,1366
639,AIZR,RIGL,1720
640,AIZR,RIGR,23166
641,AIZR,RIH,15163
642,AIZR,RIMR,23568
643,AIZR,RIR,15348
644,AIZR,RMFL,537
645,AIZR,SAADR,99
646,AIZR,SABD,988
647,AIZR,SIADR,3157
648,AIZR,SIBDL,2044
649,AIZR,SIBVL,4818
650,AIZR,SMBDL,2711
651,AIZR,SMBDR,28010
652,AIZR,SMBVL,1959
653,AIZR,SMBVR,19180
654,AIZR,SMDDR,1418
655,AIZR,URYDR,107
656,ALA,ALNR,105
657,ALA,AVFL,1216
658,ALA,AVFR,1037
659,ALA,AVHL,444
660,ALA,AVHR,683
661,ALA,AVJL,1023
662,ALA,AVJR,888
663,ALA,PVQL,11748
664,ALA,PVQR,7372
665,ALA,RID,10460
666,ALA,RIFL,185
667,ALML,ADAL,33
668,ALML,ADEL,6953
669,ALML,AIML,11031
670,ALML,AINL,60
671,ALML,ALA,778
672,ALML,AVFR,89
673,ALML,AVHL,281
674,ALML,AVJR,989
675,ALML,AVM,3863
676,ALML,BDUL,20546
677,ALML,PVNL,13063
678,ALML,PVNR,837
679,ALML,PVR,8493
680,ALML,RICL,234
681,ALML,RICR,748
682,ALML,RID,854
683,ALML,RIFL,14859
684,ALML,URBL,1008
685,ALMR,ADAR,2617
686,ALMR,ADER,3980
687,ALMR,AIMR,3195
688,ALMR,AINR,141
689,ALMR,ALNR,259
690,ALMR,AVFL,431
691,ALMR,AVFR,2
692,ALMR,AVHR,224
693,ALMR,AVJL,827
694,ALMR,AVM,7018
695,ALMR,BDUR,29057
696,ALMR,PVNL,13796
697,ALMR,PVNR,2033
698,ALMR,PVR,7973
699,ALMR,RIFR,6660
700,ALMR,RIR,128
701,ALMR,URBR,989
702,ALNL,AVFR,6
703,ALNL,AVHL,172
704,ALNL,AVKR,139
705,ALNL,RICR,884
706,ALNL,RIGL,988
707,ALNL,URBL,889
708,ALNR,RICL,61
709,ALNR,RIGR,355
710,ALNR,URBR,68
711,AQR,ADAR,5497
712,AQR,ADER,1825
713,AQR,ALMR,86
714,AQR,AUAL,723
715,AQR,AUAR,212
716,AQR,AVHL,5774
717,AQR,AVHR,3161
718,AQR,AVJL,4014
719,AQR,AVKL,2668
720,AQR,AVKR,240
721,AQR,AVM,10
722,AQR,BAGL,28083
723,AQR,BAGR,26719
724,AQR,DVA,74332
725,AQR,DVC,7665
726,AQR,FLPL,2007
727,AQR,IL2VL,111
728,AQR,OLQVR,54
729,AQR,PVPL,39512
730,AQR,PVPR,43933
731,AQR,PVT,1865
732,AQR,RID,111
733,AQR,RIFR,56
734,AQR,RIGL,2096
735,AQR,RIGR,1077
736,AQR,RIR,17218
737,AQR,URAVL,383
738,AQR,URYDR,343
739,AQR,URYVR,305
740,ASEL,ADAL,72
741,ASEL,AINL,12671
742,ASEL,AINR,1970
743,ASEL,ASGL,7604
744,ASEL,ASGR,3092
745,ASEL,ASJL,3511
746,ASEL,AUAL,6043
747,ASEL,AUAR,651
748,ASEL,AVHR,235
749,ASEL,AWAL,41402
750,ASEL,CEPVR,187
751,ASEL,IL1R,379
752,ASEL,OLLR,743
753,ASEL,PVQL,512
754,ASEL,RID,2330
755,ASEL,RIFL,846
756,ASEL,RIR,7097
757,ASEL,RMFL,5266
758,ASEL,VB02,1065
759,ASER,ADAR,870
760,ASER,ADEL,371
761,ASER,AIMR,232
762,ASER,AINL,241
763,ASER,AINR,7752
764,ASER,ALA,444
765,ASER,ASEL,7603
766,ASER,ASGL,4142
767,ASER,ASGR,12053
768,ASER,ASJR,4783
769,ASER,AUAL,477
770,ASER,AUAR,611
771,ASER,AVFR,1558
772,ASER,AWAL,69
773,ASER,AWAR,53683
774,ASER,CEPVL,1472
775,ASER,IL1DL,686
776,ASER,IL1L,924
777,ASER,OLLL,539
778,ASER,OLQDL,240
779,ASER,PLNL,360
780,ASER,PVQL,118
781,ASER,PVQR,6673
782,ASER,RIFR,3660
783,ASER,RIR,2575
784,ASER,RMFL,177
785,ASER,SABD,1680
786,ASER,URBL,51
787,ASER,URYDL,197
788,ASGL,AIML,25976
789,ASGL,AINR,3121
790,ASGL,ASJL,675
791,ASGL,CEPVL,1259
792,ASGL,PVQL,196
793,ASGL,RICL,894
794,ASGL,RID,1609
795,ASGL,RMEV,585
796,ASGL,VB02,854
797,ASGR,ADAR,77
798,ASGR,AIMR,22511
799,ASGR,AINL,1764
800,ASGR,ASJR,1889
801,ASGR,AUAR,534
802,ASGR,CEPVR,2776
803,ASGR,RICR,848
804,ASGR,RIFR,602
805,ASGR,RIR,410
806,ASGR,RIS,624
807,ASGR,SABD,1464
808,ASHL,ADAL,11318
809,ASHL,ADFL,5272
810,ASHL,ADLL,20637
811,ASHL,AFDL,101
812,ASHL,AIAL,16492
813,ASHL,AIBL,13163
814,ASHL,AIML,286
815,ASHL,AIYL,506
816,ASHL,AIZL,6925
817,ASHL,AIZR,155
818,ASHL,ASEL,4169
819,ASHL,ASGL,3983
820,ASHL,ASHR,2766
821,ASHL,ASIL,543
822,ASHL,AUAL,470
823,ASHL,AVAL,3594
824,ASHL,AVAR,354
825,ASHL,AVBL,24083
826,ASHL,AVDL,1614
827,ASHL,AVDR,9564
828,ASHL,AVEL,1560
829,ASHL,AVFL,2183
830,ASHL,AVFR,1174
831,ASHL,AVHR,9569
832,ASHL,AVJL,616
833,ASHL,AVJR,5020
834,ASHL,AWAL,7603
835,ASHL,AWBL,6527
836,ASHL,HSNL,7297
837,ASHL,HSNR,12276
838,ASHL,OLQVL,457
839,ASHL,PVCL,206
840,ASHL,PVCR,676
841,ASHL,PVPL,860
842,ASHL,PVQL,229
843,ASHL,RIAL,1552
844,ASHL,RICL,3892
845,ASHL,RID,2582
846,ASHL,RIFL,30766
847,ASHL,RIML,7129
848,ASHL,RIPL,2234
849,ASHL,RIR,1861
850,ASHL,SIBVR,2729
851,ASHL,SMBVL,5148
852,ASHL,URXL,8151
853,ASHL,URYVL,845
854,ASHR,ADAR,27388
855,ASHR,ADFR,6789
856,ASHR,ADLR,13636
857,ASHR,AIAL,15
858,ASHR,AIAR,18510
859,ASHR,AIBR,8787
860,ASHR,AIMR,373
861,ASHR,AIYR,101
862,ASHR,AIZL,314
863,ASHR,AIZR,4396
864,ASHR,ASER,6134
865,ASHR,ASGR,669
866,ASHR,ASIR,31
867,ASHR,AVAR,9834
868,ASHR,AVBR,34102
869,ASHR,AVDL,12317
870,ASHR,AVDR,3098
871,ASHR,AVER,5057
872,ASHR,AVFL,2930
873,ASHR,AVFR,2870
874,ASHR,AVHL,13810
875,ASHR,AVJL,2490
876,ASHR,AVJR,324
877,ASHR,AVM,883
878,ASHR,AWAL,206
879,ASHR,AWAR,9599
880,ASHR,AWBL,866
881,ASHR,AWBR,8122
882,ASHR,HSNL,14934
883,ASHR,HSNR,6557
884,ASHR,PVCL,3470
885,ASHR,PVCR,2
886,ASHR,PVPR,6890
887,ASHR,PVQR,7999
888,ASHR,RIAR,846
889,ASHR,RICR,5399
890,ASHR,RIFL,450
891,ASHR,RIFR,24043
892,ASHR,RIMR,4153
893,ASHR,RIR,6885
894,ASHR,RIS,87
895,ASHR,SMBVR,2838
896,ASHR,URBR,1307
897,ASHR,URXR,1591
898,ASIL,ADEL,269
899,ASIL,ADFL,4225
900,ASIL,AFDL,355
901,ASIL,AFDR,164
902,ASIL,AIAL,9507
903,ASIL,AIBL,1398
904,ASIL,AIML,132
905,ASIL,AINL,291
906,ASIL,AINR,6146
907,ASIL,AIYL,2882
908,ASIL,AIZL,457
909,ASIL,ASEL,1683
910,ASIL,ASER,24323
911,ASIL,ASGL,16618
912,ASIL,ASJL,1336
913,ASIL,AWAL,1016
914,ASIL,AWCL,31294
915,ASIL,AWCR,22475
916,ASIL,CEPVL,1041
917,ASIL,IL1DL,540
918,ASIL,IL1L,1122
919,ASIL,IL2DL,193
920,ASIL,OLLL,870
921,ASIL,OLQDL,47
922,ASIL,RIAL,358
923,ASIL,RIBL,3177
924,ASIL,RIML,437
925,ASIL,SAAVL,621
926,ASIL,URYDL,204
927,ASIL,VB02,343
928,ASIR,ADAR,114
929,ASIR,ADFR,25
930,ASIR,AFDR,1441
931,ASIR,AIAL,667
932,ASIR,AIAR,10872
933,ASIR,AIBR,4257
934,ASIR,AINL,34
935,ASIR,AINR,2327
936,ASIR,AIYR,1213
937,ASIR,ASEL,5486
938,ASIR,ASER,2639
939,ASIR,ASGR,22869
940,ASIR,ASIL,1270
941,ASIR,ASJR,3900
942,ASIR,AUAR,671
943,ASIR,AWAR,1326
944,ASIR,AWCL,7406
945,ASIR,AWCR,53374
946,ASIR,CEPDR,146
947,ASIR,CEPVR,2097
948,ASIR,IL1DR,558
949,ASIR,IL1R,1012
950,ASIR,IL2DR,647
951,ASIR,OLLR,974
952,ASIR,OLQDR,639
953,ASIR,RIAR,375
954,ASIR,RIBR,4124
955,ASIR,RIMR,1126
956,ASIR,RIVR,610
957,ASIR,RMFL,50
958,ASIR,SAAVR,415
959,ASIR,SABD,519
960,ASIR,URYDR,355
961,ASJL,ADEL,1088
962,ASJL,AIML,24899
963,ASJL,AIMR,616
964,ASJL,AINR,1423
965,ASJL,ALA,11335
966,ASJL,ALML,1191
967,ASJL,ALNL,363
968,ASJL,AVFL,3708
969,ASJL,AVFR,13860
970,ASJL,AVJL,389
971,ASJL,CEPDL,834
972,ASJL,CEPVL,759
973,ASJL,IL1L,2561
974,ASJL,OLLL,635
975,ASJL,PVQL,59169
976,ASJL,PVQR,1482
977,ASJL,RID,807
978,ASJL,VB02,376
